board_code,date,ind_avg_sentiment,ind_sentiment_std,ind_positive_ratio,ind_negative_ratio,ind_sentiment_net,ind_sentiment_consensus,ind_avg_turnover,ind_total_volume,ind_total_amount,stock_count,total_comments,sentiment_dispersion,idx_close,idx_open,idx_high,idx_low,idx_volume,idx_amount,idx_pct_change,ind_ma_3d,ind_sentiment_change_3d,ind_ma_5d,ind_sentiment_change_5d,ind_ma_10d,ind_sentiment_change_10d
801050,2025-02-05,-0.11049633500679763,0.17662862278404792,0.44162033867014716,0.5583796613298528,-0.11675932265970568,0.874573894341711,1.1766666666666665,9066180,10778385690.09,15,987,1.5985020930620177,4561.87,4573.08,4574.66,4533.36,40.07935689,442.12755513,0.0,-0.11049633500679763,,-0.11049633500679763,,-0.11049633500679763,
801050,2025-02-06,-0.11699607089026925,0.18966934201357064,0.43999483837551295,0.560005161624487,-0.12001032324897408,0.8604511821347398,1.7493333333333332,11145020,14660335065.98,15,1722,1.6211599293061878,4614.38,4566.15,4614.38,4553.19,44.75029317,509.97351475,1.1510630508979824,-0.11374620294853344,,-0.11374620294853344,,-0.11374620294853344,
801050,2025-02-07,-0.1404047292164267,0.1725053945469192,0.4288166198963102,0.5711833801036899,-0.14236676020737968,0.8572341423081485,1.8973333333333333,13626652,16123400919.11,15,1466,1.2286295163249878,4668.65,4607.11,4689.22,4587.45,52.55478959,562.11015368,1.176105999072452,-0.12263237837116453,,-0.12263237837116453,,-0.12263237837116453,
801050,2025-02-10,-0.11696347939088424,0.13146565125763873,0.44300398866934054,0.5569960113306593,-0.11399202266131883,0.8997958532905092,1.5373333333333332,12210716,14537718542.720001,15,1213,1.1239888890299612,4692.11,4682.51,4709.79,4662.95,45.1033043,494.17159011,0.5025007229070511,-0.12478809316586008,0.05852813474481988,-0.12121515362609446,,-0.12121515362609446,
801050,2025-02-11,-0.15339526137725495,0.18595066426950196,0.4207584080347609,0.579241591965239,-0.1584831839304782,0.8538726876622107,1.5446666666666669,11342894,14553310145.57,15,1650,1.212232128945505,4701.75,4707.13,4748.91,4695.48,47.89665297,536.18446066,0.205451278848967,-0.13692115666152196,0.3111146400901321,-0.12765117517632657,,-0.12765117517632657,
801050,2025-02-12,-0.21301876207191248,0.11438593362625356,0.3926498276422303,0.6073501723577697,-0.21470034471553937,0.8481839303285528,1.7906666666666666,11298271,14429116530.57,15,2185,0.5369758631290811,4672.4,4663.94,4674.52,4616.01,43.26587833,483.8859264,-0.6242356569362562,-0.16112583428001723,0.5171765456956581,-0.14815566058934954,0.9278355436748897,-0.1418791063255909,
801050,2025-02-13,-0.16136558180529395,0.1490948119350214,0.41692178482855163,0.5830782151714484,-0.16615643034289676,0.8758701610739561,1.3679999999999999,8466558,11115678297.32,15,1769,0.9239567091507862,4640.6,4671.61,4695.75,4640.6,37.16367349,423.66465761,-0.6805924150329434,-0.17592653508482048,0.37962364530915504,-0.15702956277235447,0.3792393246832957,-0.14466288853697704,
801050,2025-02-14,-0.15547034399094634,0.1478112746195953,0.4263129288713791,0.5736870711286208,-0.14737414225724177,0.8764689590662251,1.3820000000000001,8794339,11022551929.369999,15,1677,0.9507361392871361,4664.33,4657.6,4688.6,4634.52,33.49057232,376.8011702,0.5113562901348789,-0.17661822928938423,0.013527683939257962,-0.1600426857272584,0.10730133421144794,-0.1460138204687232,
801050,2025-02-17,-0.25066065861693076,0.1416447348548474,0.3756145504446075,0.6243854495553925,-0.24877089911078507,0.8240924102768894,1.6086666666666667,11706421,14169574167.47,15,2084,0.5650856246704208,4565.92,4611.36,4611.37,4544.98,41.01842161,446.71891376,-2.1098421423870084,-0.18916552813772367,0.17670695378612167,-0.1867821215724677,1.1430677329565357,-0.15764124692963516,
801050,2025-02-18,-0.23293429541188437,0.15282929660478428,0.3838011951153416,0.6161988048846585,-0.23239760976931687,0.8261336690596935,1.3653333333333333,8939185,11064545251.18,15,1723,0.656104745480029,4528.49,4565.58,4583.95,4514.7,36.512257,395.20639896,-0.8197690717314465,-0.21302176600658718,0.44351907517023226,-0.20268992837939356,0.5185234101789749,-0.16517055177786005,
801050,2025-02-19,-0.27986715918792876,0.1056783478450919,0.360817830050138,0.639182169949862,-0.278364339899724,0.8031666876163881,1.2746666666666668,8647490,10429483453.1,15,2219,0.3776018170611067,4575.36,4538.66,4576.3,4534.39,36.37052832,425.08443836,1.0350028375904596,-0.25448737107224795,0.8001321152555407,-0.21605960780259684,0.31381459767120945,-0.18210763419597317,1.5328184791894826
801050,2025-02-20,-0.1594853789979799,0.12531777140879233,0.42159660630500784,0.5784033936949923,-0.15680678738998435,0.8781897379777742,1.3986666666666667,8763893,11233076812.689999,15,2225,0.7857633859363349,4606.81,4582.05,4613.74,4564.66,38.097319,464.8150915,0.6873776052594982,-0.22409561119926436,-0.36373988691336046,-0.21568356724113405,-0.011651820582054051,-0.18635656500674425,0.3631686755323724
801050,2025-02-21,-0.14042757467047362,0.12745217031950404,0.43078353256762036,0.5692164674323796,-0.13843293486475922,0.8887400538848881,1.6406666666666667,11108690,13534935488.85,15,2529,0.9076007373806919,4593.64,4611.34,4641.59,4583.7,42.37874054,498.58180063,-0.2858811194731303,-0.1932600376187941,-0.39713654263678266,-0.21267501337703948,-0.09675651918123185,-0.18635884955214893,0.00016271142841439712
801050,2025-02-24,-0.17466846701074823,0.09929766698705902,0.4127398376276509,0.5872601623723491,-0.17452032474469822,0.8765954949181455,1.7266666666666666,12173454,13254619912.119999,15,2304,0.5684922338097165,4597.72,4576.64,4602.04,4562.06,40.62114343,465.05518852,0.0888184533398339,-0.15819380689306725,-0.3758879479908551,-0.197476575055803,-0.30316760526156883,-0.19212934831413533,0.49335902044276336
801050,2025-02-25,-0.20984568990960828,0.10401181330052169,0.39887382035573027,0.6011261796442697,-0.20225235928853946,0.8569859852360957,1.774,11008313,14259615816.880001,15,2981,0.49565856389676205,4554.11,4584.46,4616.53,4548.22,39.22532121,494.26174976,-0.9485136110942038,-0.17498057719694338,0.31576757209992423,-0.19285885395534777,-0.09912067890840137,-0.19777439116737067,0.368006338823734
801050,2025-02-26,-0.17190314000451645,0.12829563203756808,0.4130528967046207,0.5869471032953794,-0.17389420659075855,0.8581907053711411,1.6486666666666667,10935547,12778585963.3,15,2615,0.7463251225905317,4588.02,4556.28,4610.95,4556.28,41.78837771,486.97288575,0.7446021286266813,-0.185472432308291,0.224140916824229,-0.1712660501186653,-0.38576880365915045,-0.19366282896063108,-0.1930140879023412
801050,2025-02-27,-0.1586298014709274,0.08949075340343794,0.42511498509255546,0.5748850149074445,-0.14977002981488907,0.8940965962993805,1.9693333333333334,10661760,15023605717.71,15,2564,0.5641484296999464,4565.84,4594.41,4596.27,4522.28,47.52740145,541.62398086,-0.4834329405713156,-0.18012621046168406,-0.09182347457617457,-0.1710949346132548,-0.0053646141886357634,-0.1933892509271944,-0.01695392724867184
801050,2025-02-28,-0.1303108016975526,0.1585776630518876,0.4345785132991502,0.5654214867008498,-0.13084297340169956,0.8830368488626974,1.8373333333333335,10595372,14755514802.81,15,2289,1.2169187894334466,4486.84,4538.47,4553.6,4484.37,44.8022133,526.6194139,-1.7302402186673227,-0.15361458105766548,-0.3790160676939116,-0.1690715800186706,-0.07204263832556368,-0.19087329669785505,-0.16182856258978162
801080,2025-02-05,-0.16538067757295588,0.09715156689066899,0.4171765460739879,0.582823453926012,-0.16564690785202404,0.8760137091850773,3.052142857142857,9068910,35460371101.22,14,2464,0.5874420658834926,4474.67,4496.35,4502.82,4442.78,90.01886688,2179.78247717,0.0,-0.16538067757295588,,-0.16538067757295588,,-0.16538067757295588,
801080,2025-02-06,-0.08409094639236427,0.1562313110062743,0.4585630020958918,0.5414369979041082,-0.08287399580821644,0.8991572115351831,3.406428571428571,10176751,41401506812.75,14,3253,1.857885036485457,4649.3,4453.09,4650.08,4453.09,121.0722817,2815.55923174,3.9026341607314,-0.12473581198266007,,-0.12473581198266007,,-0.12473581198266007,
801080,2025-02-07,-0.10467710946952047,0.12652561674959314,0.4454885767825809,0.5545114232174191,-0.1090228464348382,0.9128591179943469,3.755714285714286,11125603,46040098378.15,14,2743,1.2087228754289825,4692.07,4656.93,4773.26,4621.45,148.17360348,3328.54566813,0.9199234293334468,-0.11804957781161353,,-0.11804957781161353,,-0.11804957781161353,
801080,2025-02-10,-0.1280934598483387,0.14088207951238452,0.43857925071300585,0.5614207492869941,-0.12284149857398828,0.8985312079468958,2.650714285714286,8978850,30918247006.41,14,2127,1.0998381937624873,4740.13,4702.76,4742.8,4673.55,126.41973891,2704.00361326,1.0242813939263629,-0.10562050523674114,-0.22546296382277387,-0.12056054832079482,,-0.12056054832079482,
801080,2025-02-11,-0.11205268046247828,0.19748856145954427,0.4396528982756471,0.5603471017243529,-0.12069420344870577,0.8522127438488954,2.2528571428571427,6449071,26767701756.77,14,2123,1.7624617335742796,4712.54,4736.83,4748.12,4679.8,118.02722829,2423.68280963,-0.5820515471094745,-0.11494108326011249,0.33251777117177306,-0.11885897474913151,,-0.11885897474913151,
801080,2025-02-12,-0.10336524251329426,0.1311186842294002,0.4476087491918194,0.5523912508081806,-0.10478250161636117,0.8980047068442399,3.3857142857142857,9478850,38775802247.63,14,3608,1.2684987820014688,4838.38,4710.27,4838.6,4696.86,131.55749473,2882.20686541,2.6703221617217165,-0.11450379427470375,-0.012532510334632319,-0.10645588773719919,-0.37498597762307617,-0.11627668604315865,
801080,2025-02-13,-0.12653643201220655,0.20239733907643248,0.4412363598856612,0.5587636401143388,-0.1175272802286776,0.8536649959886864,3.11,8996065,37000400233.770004,14,2827,1.5995183036053038,4707.27,4828.58,4828.61,4706.9,121.3179571,2639.39422158,-2.7097912937801394,-0.11398478499599303,-0.012155404639516032,-0.11494498486116767,0.5047569023874903,-0.11774236403873692,
801080,2025-02-14,-0.12129832549962992,0.1691365366257309,0.4414707843339961,0.5585292156660039,-0.11705843133200777,0.8789264342305129,2.5121428571428575,9690930,31109359704.29,14,2450,1.3943847611173077,4704.88,4685.96,4717.14,4655.68,104.60822616,2221.0054203,-0.0507725284506821,-0.11706666667504358,0.0825115918601127,-0.11826922806718954,0.15878558468362325,-0.11818685922134854,
801080,2025-02-17,-0.08359970428297794,0.19860466720846587,0.4611640280980539,0.5388359719019461,-0.07767194380389217,0.8777396162923433,3.1592857142857143,10122474,39298215391.35,14,2710,2.375662317371433,4771.97,4719.25,4776.66,4719.25,117.41856513,2594.59324017,1.425966230807174,-0.1104781539316048,-0.1912203536674737,-0.10937047695411739,-0.3473538431863804,-0.11434384200597404,
801080,2025-02-18,-0.15857656353953983,0.15271906915548544,0.41865528055035606,0.5813447194496438,-0.16268943889928783,0.8685661896299729,3.19,10410908,41760529296.46,14,3364,0.9630620423768115,4668.04,4766.0,4800.18,4649.77,122.32609744,2589.65604721,-2.177926516721606,-0.12115819777404924,0.2532087480089724,-0.11867525356952971,0.4151965208243318,-0.11876711415933061,
801080,2025-02-19,-0.11313386142741386,0.21720231141328775,0.4421911524965371,0.5578088475034628,-0.11561769500692572,0.8601875390296312,2.8742857142857146,9803040,38396838910.869995,14,3767,1.9198700430873537,4826.49,4663.99,4827.72,4663.99,122.1513133,2781.24871304,3.3943582317203846,-0.11843670974997722,-0.06730895944842186,-0.12062897735235363,0.09450583848688998,-0.1135424325447764,-0.3159185033722812
801080,2025-02-20,-0.07031859623444338,0.1861442815687121,0.46754570862361655,0.5324542913763834,-0.06490858275276694,0.9017721812662997,2.549285714285714,8763084,35806763787.74,14,2978,2.647155824159287,4864.53,4835.76,4885.48,4813.62,136.22272363,2912.28213589,0.7881503950075475,-0.11400967373379904,-0.15886549076273204,-0.109385410196801,-0.44428181578835746,-0.11216519752898432,-0.1637792265252881
801080,2025-02-21,-0.08488230494739014,0.10230742895254605,0.4624303787380151,0.5375696212619848,-0.07513924252396967,0.9263979395323886,3.5100000000000002,10478665,45780090428.62,14,3371,1.2052857072620253,5032.53,4880.62,5053.88,4877.56,166.92580513,3839.18071587,3.4535710541409026,-0.08944492086974913,-0.4647235187044181,-0.10210220608635304,-0.3002186584377118,-0.1101857170767713,-0.18910346896705343
801080,2025-02-24,-0.07565089820111869,0.16593981064140415,0.4639762573345386,0.5360237426654614,-0.07204748533092278,0.9029318354054571,3.8464285714285715,10305010,46040524652.65,14,3508,2.19349425568288,5030.9,5025.68,5068.0,4986.85,142.01150172,3399.42948227,-0.0323892753744115,-0.0769505997943174,-0.3313151584624737,-0.10051244486998119,-0.0950817487936706,-0.10494146091204928,-0.4094085811196876
801080,2025-02-25,-0.12572981573405037,0.14961003282716456,0.43658080898062906,0.5634191910193709,-0.12683838203874181,0.8915513544790131,3.2985714285714285,9908846,40267901167.37,14,3343,1.18993280912482,5024.65,4948.47,5099.37,4943.3,136.52087216,3260.22714966,-0.1242322447275845,-0.09542100629418641,0.7880023559467122,-0.09394309530888328,-0.20713494524239318,-0.10630917443920648,0.12205986697615856
801080,2025-02-26,-0.1749634879600895,0.15690224315431153,0.41053249100982614,0.5894675089901737,-0.17893501798034758,0.8593911589670667,3.366428571428571,10380744,38532162192.92,14,4176,0.8967713491748753,5075.6,5041.38,5086.62,4972.53,144.17613694,3245.03086015,1.0140009751923085,-0.12544806729841954,1.0612480783660563,-0.10630902061541843,0.5465174241608048,-0.11346899898388603,0.6926723500657068
801080,2025-02-27,-0.12831707844104456,0.21602904044444732,0.43775390163964534,0.5622460983603547,-0.12449219672070928,0.849324856182521,3.133571428571429,10918749,35991057146.85,14,4548,1.6835564140723647,5030.99,5080.75,5094.07,4927.04,137.06359954,3152.13913353,-0.8789108676806823,-0.14300346071172815,0.696173892078747,-0.11790871705673864,0.8247957910484058,-0.11364706362676984,0.014072203558467944
801080,2025-02-28,-0.22238930240144192,0.13563675719916335,0.38754137172801606,0.6124586282719839,-0.22491725654396783,0.840959482691886,3.665714285714286,10377559,40874751887.97,14,4991,0.609906842345866,4787.64,4982.72,4982.74,4772.48,125.94113045,3007.02614216,-4.837020149115768,-0.17522328960085867,0.7687873087466401,-0.145410116547549,1.6199724729350633,-0.12375616131695102,0.8334078519667647
801120,2025-02-05,-0.17744827773930247,0.1606029607748265,0.41287463856479056,0.5871253614352094,-0.17425072287041896,0.8635957990585017,0.7413333333333333,1823833,13354714826.689999,15,1735,0.9050691436452023,16379.5,16764.26,16764.26,16369.66,14.85777122,284.98498417,0.0,-0.17744827773930247,,-0.17744827773930247,,-0.17744827773930247,
801120,2025-02-06,-0.22481489713436004,0.18221028450531235,0.38669256344486147,0.6133074365551384,-0.22661487311027706,0.8276120662981256,0.6906666666666667,1537657,10003243516.82,15,1671,0.8104902603336595,16486.29,16349.62,16551.51,16349.6,14.91758447,246.30517912,0.651973503464709,-0.20113158743683124,,-0.20113158743683124,,-0.20113158743683124,
801120,2025-02-07,-0.13044846216553385,0.16280447481614713,0.43356893299157806,0.5664310670084219,-0.13286213401684394,0.8771054983646597,1.0,2075212,14308964584.279999,15,1307,1.2480367504030427,16713.69,16490.67,16818.33,16389.72,20.11346269,335.37212954,1.3793279142851222,-0.1775705456797321,,-0.1775705456797321,,-0.1775705456797321,
801120,2025-02-10,-0.0926756678049203,0.25120208202479594,0.45266344439930906,0.5473365556006909,-0.09467311120138186,0.8244603510503388,0.8746666666666667,1850512,10058093924.91,15,1393,2.7105505465962145,16728.8,16731.15,16746.46,16604.26,20.52517031,306.8971864,0.090404931526189,-0.14931300903493805,-0.47773137623192696,-0.15634682621102916,,-0.15634682621102916,
801120,2025-02-11,-0.22875827327526713,0.10374450479036287,0.39423231939492853,0.6057676806050715,-0.21153536121014296,0.8458228431320399,0.8253333333333334,1670846,10349097101.14,15,1913,0.4535114874972241,16577.39,16753.22,16757.75,16547.38,18.82473031,287.52398479,-0.9050858399885175,-0.15062746774857375,0.017540546428070236,-0.17082911562387676,,-0.17082911562387676,
801120,2025-02-12,-0.20540382694924364,0.19104621422723228,0.3939693557125556,0.6060306442874445,-0.21206128857488887,0.8322156074832375,0.7326666666666667,1544465,10055480066.52,15,1802,0.9301005588101374,16792.01,16560.39,16792.01,16548.58,18.4025024,286.35319198,1.2946549486981818,-0.1756125893431437,0.574597534837892,-0.17642022546586497,0.15754195851374764,-0.1765915675114379,
801120,2025-02-13,-0.07188930283541424,0.16068745767151082,0.4625239007058891,0.5374760992941109,-0.07495219858822182,0.8950882018920342,1.2633333333333332,2916370,21750012607.6,15,1789,2.2352067878498425,17103.56,16788.69,17229.74,16788.69,21.74918247,479.48286791,1.855346679760217,-0.16868380101997502,-0.2242915045755136,-0.14583510660607585,-0.680228918315632,-0.16163410112914883,
801120,2025-02-14,-0.08008181783347562,0.25716769899765834,0.45828574957301776,0.5417142504269823,-0.08342850085396449,0.8498374720232532,0.764,1693164,11804522013.59,15,1166,3.2113119551359346,17104.66,17051.56,17123.85,16978.34,16.21579977,294.7276708,0.0064314096012596,-0.11912498253937785,-0.6499282116143954,-0.1357617777396642,-0.38610377995982037,-0.15144006571718965,
801120,2025-02-17,-0.2046941543592848,0.22261533372868234,0.3868996616499559,0.6131003383500441,-0.2262006767000882,0.8326049983803884,0.89,1920940,13030706624.67,15,1286,1.0875510071379066,17104.82,17131.74,17257.01,17047.19,17.0259564,306.01062336,0.0009354175996456,-0.11888842500939156,-0.0034550115277753868,-0.1581654750505371,1.208715180668137,-0.15735718667742246,
801120,2025-02-18,-0.15661810562160028,0.25429192636361964,0.4238173286796213,0.5761826713203786,-0.15236534264075732,0.8134525527126365,0.9046666666666667,1915997,12116001599.26,15,1016,1.6236432266522607,16972.58,17079.6,17220.46,16927.74,16.16095422,287.94792966,-0.7731154142516461,-0.14713135927145357,1.1786009801787474,-0.14373744151980375,-0.3153554475682716,-0.15728327857184024,
