post_title,post_view,comment_num,post_url,post_date,post_time,post_author
（铋）风口吹一吹,243,0,"https://guba.eastmoney.com/news,600549,1525675487.html",2025-03-09,18:27,老汉先输后赢
不管怎样，这个价位股息比银行利率高,103,1,"https://guba.eastmoney.com/news,600549,1525675392.html",2025-03-09,18:26,人多凑个热闹
即将爆发？,110,0,"https://guba.eastmoney.com/news,600549,1525672710.html",2025-03-09,17:49,随主力起舞
厦门钨业本周融资净买入3208.69万元，居小金属板块第九,147,1,"https://guba.eastmoney.com/news,600549,1525660977.html",2025-03-09,15:10,大眼看两融
持仓待涨是个不错的选择。,112,0,"https://guba.eastmoney.com/news,600549,1525657228.html",2025-03-09,15:00,super侦探
夏钨股价在21元以下的时间不多了，恭喜持股的各位。,269,2,"https://guba.eastmoney.com/news,600549,1525650390.html",2025-03-09,12:58,老汉先输后赢
钨价近期萎靡不振,148,0,"https://guba.eastmoney.com/news,600549,1525646454.html",2025-03-09,11:48,Bshxus
厦门钨业下周回到25元左右,274,0,"https://guba.eastmoney.com/news,600549,1525622639.html",2025-03-09,00:08,哗啦啦哦哦
上年度收益174.亿，增长6.15%。钨粉价格持续上涨。,329,1,"https://guba.eastmoney.com/news,600549,1525613927.html",2025-03-08,21:42,看不见的战线yy
都散了吧！不适合你,235,0,"https://guba.eastmoney.com/news,600549,1525601681.html",2025-03-08,18:28,冰雪聪明的凛正3
是不是没多少散户了，股吧怎么静悄悄的,190,0,"https://guba.eastmoney.com/news,600549,1525575300.html",2025-03-08,11:49,股友6N20255N69
资讯厦门钨业：融资净买入1240.2万元，融资余额12.13亿元（03-07）,142,0,"https://guba.eastmoney.com/news,600549,1525552701.html",2025-03-08,07:30,厦门钨业资讯
我下周一买，来得及不？,467,3,"https://guba.eastmoney.com/news,600549,1525529300.html",2025-03-07,22:54,三千若水
为数不多值得长期投资的公司！产业布局合理，具有上下游供应链优势！,301,0,"https://guba.eastmoney.com/news,600549,1525525305.html",2025-03-07,22:30,大乾掌柜
准备起动啦？,182,0,"https://guba.eastmoney.com/news,600549,1525514195.html",2025-03-07,21:19,随主力起舞
暂时先走了，受锑的影响，等回来再入,147,1,"https://guba.eastmoney.com/news,600549,1525505146.html",2025-03-07,20:30,鑫海淘金
资讯【调研快报】厦门钨业接待Franklin Templeton等多家机构调研,1281,0,"https://guba.eastmoney.com/news,600549,1525485624.html",2025-03-07,18:58,厦门钨业资讯
距离上次进去超买区间隔18天！且上面两次都是进去就出来，坏事不过三。强烈看好,193,0,"https://guba.eastmoney.com/news,600549,1525480605.html",2025-03-07,18:37,漫漫股神之路
公告厦门钨业:投资者活动记录表 2025-投关-001,368,6,"https://guba.eastmoney.com/news,600549,1525470428.html",2025-03-07,17:57,厦门钨业资讯
错过牛市没赚钱的东西，就属这小子。啥也不是！,185,2,"https://guba.eastmoney.com/news,600549,1525413739.html",2025-03-07,15:09,股友2709Cr7027
建议逢低加仓，日线周线月线底部信号都在。看好,425,1,"https://guba.eastmoney.com/news,600549,1525395235.html",2025-03-07,14:49,漫漫股神之路
想走的今天都走的差不多了吧？感觉空头力量越来越弱了，只能防守不能攻击了。,178,1,"https://guba.eastmoney.com/news,600549,1525394436.html",2025-03-07,14:49,爱炒股的老牛
真是怪了，所有小金属轮流涨了一遍，就他没动，也没利空,147,0,"https://guba.eastmoney.com/news,600549,1525367442.html",2025-03-07,14:28,勤奋2023
20一下下周继续加仓,243,3,"https://guba.eastmoney.com/news,600549,1525350226.html",2025-03-07,14:13,勤奋2023
不是东西,123,0,"https://guba.eastmoney.com/news,600549,1525344838.html",2025-03-07,14:08,股友73167G638A
本以为今天能跑赢板块，看来一如既往输给板块。,134,0,"https://guba.eastmoney.com/news,600549,1525338190.html",2025-03-07,14:03,老汉先输后赢
不理解，为什么持续流出和打压，目的是什么，如果只是卖出不完了未免也太多了吧,143,0,"https://guba.eastmoney.com/news,600549,1525334774.html",2025-03-07,14:00,勤奋2023
早就说过，20以上，长根肯定得出手，他是一个不求有功，但求无过的人，大涨会让他恐,206,3,"https://guba.eastmoney.com/news,600549,1525316827.html",2025-03-07,13:44,天官赐股
小金属有色金属重来不缺席翻倍。这个还是重要的战略金属。,369,2,"https://guba.eastmoney.com/news,600549,1525311309.html",2025-03-07,13:41,珊瑚联盟
马上有9%的限售股解禁，涨不了,207,2,"https://guba.eastmoney.com/news,600549,1525309000.html",2025-03-07,13:39,小鸭子151374623
没有量就没有戏唱。,136,1,"https://guba.eastmoney.com/news,600549,1525302809.html",2025-03-07,13:34,爱炒股的老牛
啊，害人不浅,156,1,"https://guba.eastmoney.com/news,600549,1525294951.html",2025-03-07,13:27,哗啦啦哦哦
垃圾始终是垃圾。还是跌吧，不死不活的涨泥玛。,124,0,"https://guba.eastmoney.com/news,600549,1525289826.html",2025-03-07,13:22,ACAI039
上市就为了圈钱，尤其是他,119,0,"https://guba.eastmoney.com/news,600549,1525283572.html",2025-03-07,13:17,勤奋2023
这个公司的稀缺材料涉及的领域很广应改名为:万需股份!同意的举手!,175,1,"https://guba.eastmoney.com/news,600549,1525273721.html",2025-03-07,13:08,TZZIYUANGU168
潜在的军工概念未被发掘！,129,1,"https://guba.eastmoney.com/news,600549,1525261150.html",2025-03-07,12:58,股友9fpc4f
加油干,111,0,"https://guba.eastmoney.com/news,600549,1525260378.html",2025-03-07,12:55,有正义感的柳亿6
中坞都快涨停了,269,6,"https://guba.eastmoney.com/news,600549,1525239665.html",2025-03-07,11:37,炒g买房
典型的拉高出货,134,3,"https://guba.eastmoney.com/news,600549,1525227264.html",2025-03-07,11:22,走路有风CJF
有大资金在做对到，涨是涨不起来的。,100,0,"https://guba.eastmoney.com/news,600549,1525226654.html",2025-03-07,11:21,股友Y3m60q5414
最近几天均线都不破，启动信号明显,117,1,"https://guba.eastmoney.com/news,600549,1525194283.html",2025-03-07,10:56,丁蟹勇闯天涯
周一回调买入，今天看这个烂样子没戏了。,162,2,"https://guba.eastmoney.com/news,600549,1525192753.html",2025-03-07,10:55,股友Y3m60q5414
垃圾不垃圾，好业绩2大战略资源，永远在别人屁股后面摇晃。,83,0,"https://guba.eastmoney.com/news,600549,1525183410.html",2025-03-07,10:48,浙CE992E
2024年增发1.69亿股，成本20.80元今年6月解禁，到现在还没上增发价。,120,0,"https://guba.eastmoney.com/news,600549,1525182785.html",2025-03-07,10:48,股友Y3m60q5414
市值最大做什么跟屁虫，发挥先锋模范作用,79,0,"https://guba.eastmoney.com/news,600549,1525177288.html",2025-03-07,10:44,巴菲特不适合A股
这股是否上涨取决于板块推不推！,75,0,"https://guba.eastmoney.com/news,600549,1525175035.html",2025-03-07,10:42,利落的姜芯素
啥时候能换了肠梗啊,70,0,"https://guba.eastmoney.com/news,600549,1525164452.html",2025-03-07,10:34,第三天2
真突破了，就继续加加加加！,74,0,"https://guba.eastmoney.com/news,600549,1525162817.html",2025-03-07,10:33,敏言悦语
涨跟不上板块，跌比板块多，该加油了，你是固态电池概念，最靓的仔！,74,0,"https://guba.eastmoney.com/news,600549,1525153542.html",2025-03-07,10:27,潮塘浪子
稀土和钨中最差的一个,68,0,"https://guba.eastmoney.com/news,600549,1525151669.html",2025-03-07,10:25,股友2E02987Q11
看看中钨高新，章源钨业就知道厦门钨业有多垃圾～,77,0,"https://guba.eastmoney.com/news,600549,1525138875.html",2025-03-07,10:17,滴石斋
各位大神，厦门钨业为什么涨不过他的子公司中钨高新啊,148,5,"https://guba.eastmoney.com/news,600549,1525114856.html",2025-03-07,10:03,基民325x61392u
一如既往的好拉，20.44出一半,61,1,"https://guba.eastmoney.com/news,600549,1525101164.html",2025-03-07,09:56,又菜又爱玩01
终于看到点希望了,50,0,"https://guba.eastmoney.com/news,600549,1525094936.html",2025-03-07,09:53,丁蟹勇闯天涯
看看大家都被你折磨成啥样了，才2个点就开始欢呼了，太难了,55,0,"https://guba.eastmoney.com/news,600549,1525094860.html",2025-03-07,09:53,股友9D75385f17
空头手里没筹码了，砸了一年终于出完了。,49,0,"https://guba.eastmoney.com/news,600549,1525094199.html",2025-03-07,09:52,爱炒股的老牛
今天吃了啥,97,3,"https://guba.eastmoney.com/news,600549,1525080541.html",2025-03-07,09:46,又菜又爱玩01
拿了一个月，今天回本了，庆祝一下！,72,1,"https://guba.eastmoney.com/news,600549,1525070073.html",2025-03-07,09:41,利落的姜芯素
咱可是钨板块龙头，要深沉些，不能说涨就涨！,53,0,"https://guba.eastmoney.com/news,600549,1525060181.html",2025-03-07,09:37,利落的姜芯素
资讯厦门钨业：融资净买入2056.3万元，融资余额12亿元（03-06）,97,0,"https://guba.eastmoney.com/news,600549,1525004546.html",2025-03-07,07:35,厦门钨业资讯
厦门钨业:投资者活动记录表 2025-投关-001,31,0,"https://guba.eastmoney.com/news,600549,1525470437.html",2025-03-07,00:00,厦门钨业资讯
没高潮,186,3,"https://guba.eastmoney.com/news,600549,1524975433.html",2025-03-06,22:55,一蓑烟雨41
契形已经走出21周，马上就要拨云见日，是骡子是马拉出来溜溜了。建议未进场观望为主,395,2,"https://guba.eastmoney.com/news,600549,1524970475.html",2025-03-06,22:30,漫漫股神之路
专家预测明天不涨的话要跌了！,171,1,"https://guba.eastmoney.com/news,600549,1524965838.html",2025-03-06,22:07,真不该
买这个票的兄弟都是不差钱的主啊，打眼一看这走势完美逃脱了一波又一波涨幅！,146,0,"https://guba.eastmoney.com/news,600549,1524952613.html",2025-03-06,21:04,谨记十天跌20万亿
吃那啥都赶不上热乎的,93,0,"https://guba.eastmoney.com/news,600549,1524918062.html",2025-03-06,18:32,勤勉的菜鸟
要启动了吗？今天没回落,273,5,"https://guba.eastmoney.com/news,600549,1524845234.html",2025-03-06,14:56,丁蟹勇闯天涯
明天你也要在跌2点,96,2,"https://guba.eastmoney.com/news,600549,1524844174.html",2025-03-06,14:55,勤奋2023
这孩子太孝顺了，就在家躺着，稳健,90,2,"https://guba.eastmoney.com/news,600549,1524839573.html",2025-03-06,14:51,勤奋2023
看分时量放的好厉害在看看股票价格原来只是拉一个点，标准的量化控制,109,1,"https://guba.eastmoney.com/news,600549,1524814973.html",2025-03-06,14:32,浙CE992E
有这么多股东吗，都在卖,77,1,"https://guba.eastmoney.com/news,600549,1524810299.html",2025-03-06,14:28,勤奋2023
我以为涨停了呢，一看一个多点跟便秘一样,84,1,"https://guba.eastmoney.com/news,600549,1524809095.html",2025-03-06,14:27,炒g买房
等着添加机器人概念,95,1,"https://guba.eastmoney.com/news,600549,1524802790.html",2025-03-06,14:22,ZJYHZ
短线开始要反转了,213,5,"https://guba.eastmoney.com/news,600549,1524784280.html",2025-03-06,14:06,胜券在握渝珉哥
垫底货,69,0,"https://guba.eastmoney.com/news,600549,1524778204.html",2025-03-06,14:00,股友73167G638A
今明两天是改变趋势的最佳时间。只要一根阳线站上20，周线就能挺拔向上！加油，厦钨,396,4,"https://guba.eastmoney.com/news,600549,1524776167.html",2025-03-06,13:59,V令狐猛冲
定增价格20.8元，现股价19.60元，这么看来机构们当初都昏头了？,274,3,"https://guba.eastmoney.com/news,600549,1524774939.html",2025-03-06,13:57,中长线价值
边缘化主板有业绩股票，制造科技股票泡沫。才是它们的历史使命吧,75,0,"https://guba.eastmoney.com/news,600549,1524769689.html",2025-03-06,13:52,浙CE992E
完全没有量，搞毛线啊？,90,2,"https://guba.eastmoney.com/news,600549,1524767646.html",2025-03-06,13:51,爱炒股的老牛
涨回23元,95,2,"https://guba.eastmoney.com/news,600549,1524748371.html",2025-03-06,13:35,弘光世界
找找这货不涨的理由，我真找不出来,107,3,"https://guba.eastmoney.com/news,600549,1524720553.html",2025-03-06,13:14,hbwhmzdd
永茂泰连日大涨,77,0,"https://guba.eastmoney.com/news,600549,1524692560.html",2025-03-06,12:32,弘光世界
这个股没有涨停基因,94,1,"https://guba.eastmoney.com/news,600549,1524665602.html",2025-03-06,11:25,隔壁d小王
窝里棵草，清仓三个月后回来看才跌一块多。。。,81,0,"https://guba.eastmoney.com/news,600549,1524665233.html",2025-03-06,11:25,韭菜肉丸
到底有多少卖单，2个月大盘愣是没卖完，太夸张了吧,142,5,"https://guba.eastmoney.com/news,600549,1524623987.html",2025-03-06,10:54,勤奋2023
明天大盘暴跌，他会怎么表现,59,0,"https://guba.eastmoney.com/news,600549,1524592135.html",2025-03-06,10:31,勤奋2023
涨回去年11月高点23元,54,0,"https://guba.eastmoney.com/news,600549,1524554343.html",2025-03-06,10:09,弘光世界
还没有进，不要涨，暴跌下来才好买,59,1,"https://guba.eastmoney.com/news,600549,1524546744.html",2025-03-06,10:05,ZJYHZ
放量跌缩量涨，还有低点，高抛再接回,59,1,"https://guba.eastmoney.com/news,600549,1524526409.html",2025-03-06,09:55,丁蟹勇闯天涯
哪个板块都带不动你,61,2,"https://guba.eastmoney.com/news,600549,1524522317.html",2025-03-06,09:53,股友9D75385f17
你到底想干嘛，趴着睡觉吗，再晚一点就赶不上八楼的二路汽车了,53,0,"https://guba.eastmoney.com/news,600549,1524513340.html",2025-03-06,09:48,哗啦啦哦哦
"看看它儿子301219,它老子会跟上的。",94,4,"https://guba.eastmoney.com/news,600549,1524503067.html",2025-03-06,09:44,好奇的钱兰芳
拉高出货老套路,45,1,"https://guba.eastmoney.com/news,600549,1524494532.html",2025-03-06,09:40,一知世郎
跟跌不跟涨的毛病又来了,55,1,"https://guba.eastmoney.com/news,600549,1524488098.html",2025-03-06,09:37,心细如发的祝亿齐
今天18.5元吗,48,0,"https://guba.eastmoney.com/news,600549,1524450252.html",2025-03-06,09:06,万豪4375
资讯厦门钨业：融资净偿还267.47万元，融资余额11.8亿元（03-05）,84,0,"https://guba.eastmoney.com/news,600549,1524436356.html",2025-03-06,07:44,厦门钨业资讯
半死不活的，都是定向增发惹的弄得像只困不醒的动物了落后板块指数一大段。,159,0,"https://guba.eastmoney.com/news,600549,1524403702.html",2025-03-05,22:59,多财万贯de风清扬
资讯【概念速递】厦门钨业新增“固态电池”概念,3217,16,"https://guba.eastmoney.com/news,600549,1524374709.html",2025-03-05,20:30,厦门钨业资讯
主力喜欢的是那些巨亏的如卓翼科技常山北明这样的股,132,0,"https://guba.eastmoney.com/news,600549,1524359448.html",2025-03-05,19:12,股友73167G638A
：金龙稀土挂牌后，其股权价值得到市场认可。以挂牌价格5元计算，厦门钨业持有的16,786,0,"https://guba.eastmoney.com/news,600549,1524348368.html",2025-03-05,18:18,股友HpbkG9
都去建议下让北土收购他，不是支持并购吗,106,0,"https://guba.eastmoney.com/news,600549,1524337570.html",2025-03-05,17:30,勤奋2023
自从12月买了你，劳资账户就没红过,199,9,"https://guba.eastmoney.com/news,600549,1524311249.html",2025-03-05,15:51,丁蟹勇闯天涯
请问公司有把专利技术给日本用吗？,90,0,"https://guba.eastmoney.com/news,600549,1524301721.html",2025-03-05,15:23,勤奋2023
机构在等分红和解禁期，两个月前说过了近期不会涨。,130,1,"https://guba.eastmoney.com/news,600549,1524299372.html",2025-03-05,15:18,股友2E02987Q11
垃圾的确无高潮,135,8,"https://guba.eastmoney.com/news,600549,1524281511.html",2025-03-05,14:53,ACAI039
各大平台吹厦钨，这下皮球吹得漏气了。,196,4,"https://guba.eastmoney.com/news,600549,1524249783.html",2025-03-05,14:24,股友aeMieS
烂泥跌永远陫前头,75,0,"https://guba.eastmoney.com/news,600549,1524248538.html",2025-03-05,14:23,富贵来财的小贺
明天做空融券又爆表了,125,1,"https://guba.eastmoney.com/news,600549,1524246577.html",2025-03-05,14:21,勤奋2023
融券增加1000多万，堵不住呀,177,3,"https://guba.eastmoney.com/news,600549,1524246083.html",2025-03-05,14:21,勤奋2023
此股券商在做T十0，19到20震荡，散户也可以做，且估值不高比较安全！,78,0,"https://guba.eastmoney.com/news,600549,1524231367.html",2025-03-05,14:07,真不该
有种多砸几十个点下来,73,1,"https://guba.eastmoney.com/news,600549,1524231135.html",2025-03-05,14:07,丁蟹勇闯天涯
今天有色板块领涨呢,83,1,"https://guba.eastmoney.com/news,600549,1524225154.html",2025-03-05,14:01,爱炒股的老牛
基金乱卖的，你散户想涨，它就想卖。,78,1,"https://guba.eastmoney.com/news,600549,1524221233.html",2025-03-05,13:58,股友aeMieS
$厦门钨业(SH600549)$,193,7,"https://guba.eastmoney.com/news,600549,1524198909.html",2025-03-05,13:38,好奇的钱兰芳
这票只有空头，多头彻底消失了。,73,0,"https://guba.eastmoney.com/news,600549,1524183807.html",2025-03-05,13:24,爱炒股的老牛
基金的票，没意思,106,3,"https://guba.eastmoney.com/news,600549,1524180777.html",2025-03-05,13:21,香蕉个吧啦
这个股真的很神奇，大盘涨不涨，大盘跌很跌，谁在操作呀,95,2,"https://guba.eastmoney.com/news,600549,1524178895.html",2025-03-05,13:19,勤奋2023
还在腻腻歪歪呀？你儿子腾远钴业301219都跑了，赶快追上。,78,0,"https://guba.eastmoney.com/news,600549,1524175694.html",2025-03-05,13:17,好奇的钱兰芳
