board_code,date,ind_avg_sentiment,ind_sentiment_std,ind_positive_ratio,ind_negative_ratio,ind_sentiment_net,ind_sentiment_consensus,stock_count,total_comments,sentiment_dispersion,idx_close,idx_open,idx_high,idx_low,idx_volume,idx_amount,idx_pct_change,ind_ma_3d,ind_sentiment_change_3d,ind_ma_5d,ind_sentiment_change_5d,ind_ma_10d,ind_sentiment_change_10d
801050,2025-02-05,-0.10725440961630682,0.15748778768454588,0.4467740415017703,0.5532259584982298,-0.10645191699645948,0.8691544339420205,15,987,1.4683572288351083,4561.87,4573.08,4574.66,4533.36,40.07935689,442.12755513,0.0,-0.10725440961630682,,-0.10725440961630682,,-0.10725440961630682,
801050,2025-02-06,-0.08319008080279368,0.17475194071913044,0.4584018820533278,0.5415981179466721,-0.08319623589334428,0.8479817553383587,15,1722,2.1006343428537932,4614.38,4566.15,4614.38,4553.19,44.75029317,509.97351475,1.1510630508979824,-0.09522224520955025,,-0.09522224520955025,,-0.09522224520955025,
801050,2025-02-07,-0.055915448737729224,0.1746038106438915,0.48589197330263606,0.5141080266973639,-0.028216053394727842,0.879231954015617,15,1466,3.1226398890737457,4668.65,4607.11,4689.22,4587.45,52.55478959,562.11015368,1.176105999072452,-0.08211997971894323,,-0.08211997971894323,,-0.08211997971894323,
801050,2025-02-10,-0.06914272249509183,0.1362018899063458,0.45507103618934397,0.5449289638106561,-0.08985792762131209,0.8773063454170644,15,1213,1.9698658801873794,4692.11,4682.51,4709.79,4662.95,45.1033043,494.17159011,0.5025007229070511,-0.06941608401187159,-0.3553391161963054,-0.07887566541298038,,-0.07887566541298038,
801050,2025-02-11,-0.1098049826042697,0.14283550713761053,0.44594098168346613,0.5540590183165339,-0.10811803663306772,0.8642663717222117,15,1650,1.300810798835794,4701.75,4707.13,4748.91,4695.48,47.89665297,536.18446066,0.205451278848967,-0.07828771794569693,0.3199287889209772,-0.08506152885123826,,-0.08506152885123826,
801050,2025-02-12,-0.13724433758835838,0.12303671678519557,0.41856147794570736,0.5814385220542927,-0.16287704410858528,0.8732798381847543,15,2185,0.8964793662688204,4672.4,4663.94,4674.52,4616.01,43.26587833,483.8859264,-0.6242356569362562,-0.10539734756257331,1.4544976511250298,-0.09105951444564855,0.2796148715874516,-0.09375866364075829,
801050,2025-02-13,-0.12845171907720956,0.11875340962263088,0.41937856197012763,0.5806214380298723,-0.1612428760597447,0.8579084676818739,15,1769,0.9244984066834541,4640.6,4671.61,4695.75,4640.6,37.16367349,423.66465761,-0.6805924150329434,-0.12516701308994588,0.8577764143772013,-0.10011184210053174,0.5440749406375851,-0.09871481441739417,
801050,2025-02-14,-0.0835900839430141,0.09589700634128771,0.4608420035011059,0.5391579964988941,-0.07831599299778816,0.9141082249293755,15,1677,1.1472294537551082,4664.33,4657.6,4688.6,4634.52,33.49057232,376.8011702,0.5113562901348789,-0.11642871353619401,-0.2387405201431747,-0.1056467691415887,0.49493719231499766,-0.09682422310809666,
801050,2025-02-17,-0.17450242563511142,0.09068205844580647,0.3896624904070197,0.6103375095929803,-0.22067501918596052,0.8439591974951359,15,2084,0.5196607331718399,4565.92,4611.36,4611.37,4544.98,41.01842161,446.71891376,-2.1098421423870084,-0.12884807621844502,0.27147267932104047,-0.12671870976959262,1.523800326889047,-0.1054551344999872,
801050,2025-02-18,-0.1533400032477416,0.11954404338485573,0.4222383552579314,0.5777616447420686,-0.15552328948413718,0.8610543650156629,15,1723,0.7796011533384155,4528.49,4565.58,4583.95,4514.7,36.512257,395.20639896,-0.8197690717314465,-0.1371441709419557,0.19375594464074264,-0.135425713898287,0.39647582114164526,-0.11024362137476262,
801050,2025-02-19,-0.19326400725053752,0.10412362029788447,0.38222664031850634,0.6177733596814936,-0.23554671936298724,0.833443317452187,15,2219,0.5387636414001494,4575.36,4538.66,4576.3,4534.39,36.37052832,425.08443836,1.0350028375904596,-0.17370214537779682,1.3120446604921638,-0.14662964783072285,0.40817472433872526,-0.1188445811381857,0.8019213190573931
801050,2025-02-20,-0.10106981352953556,0.09775828482544381,0.43411427601869285,0.5658857239813071,-0.1317714479626142,0.8946882037245857,15,2225,0.9672352348495822,4606.81,4582.05,4613.74,4564.66,38.097319,464.8150915,0.6873776052594982,-0.14922460800927154,-0.4208114118661316,-0.14115326672118805,-0.21316885242474126,-0.12063255441085989,0.21492625748407068
801050,2025-02-21,-0.12383546732133419,0.0773131178654704,0.4329471813784653,0.5670528186215348,-0.1341056372430696,0.9021799499336313,15,2529,0.6243212832140782,4593.64,4611.34,4641.59,4583.7,42.37874054,498.58180063,-0.2858811194731303,-0.13938976270046907,-0.19241251663950232,-0.14920234339685207,0.48146121501393124,-0.1274245562692204,1.2146914692964916
801050,2025-02-24,-0.10224790554505268,0.11466508846110121,0.43272464850273445,0.5672753514972655,-0.1345507029945311,0.8649065933187494,15,2304,1.1214419292977815,4597.72,4576.64,4602.04,4562.06,40.62114343,465.05518852,0.0888184533398339,-0.10905106213197413,-0.47094181167161786,-0.13475143937884032,-0.41406026206847457,-0.13073507457421646,0.4787949021288662
801050,2025-02-25,-0.16179624669973805,0.06282042286167643,0.4026086094730845,0.5973913905269155,-0.19478278105383096,0.8622677746584615,15,2981,0.3882687277552164,4554.11,4584.46,4616.53,4548.22,39.22532121,494.26174976,-0.9485136110942038,-0.1292932065220416,0.600836501518393,-0.1364426880692396,0.05514701495300112,-0.13593420098376333,0.47348729413164814
801050,2025-02-26,-0.10776404449934004,0.09797672929378308,0.43726529236893014,0.5627347076310698,-0.12546941526213973,0.8789820578720402,15,2615,0.909178286217562,4588.02,4556.28,4610.95,4556.28,41.78837771,486.97288575,0.7446021286266813,-0.12393606558137689,-0.12978045118763304,-0.11934269551900012,-0.44239982378280984,-0.13298617167486146,-0.21480152556413357
801050,2025-02-27,-0.1154859110546664,0.10863155260745068,0.4355795215447803,0.5644204784552197,-0.12884095691043937,0.8834679542050117,15,2564,0.9406476652899145,4565.84,4594.41,4596.27,4522.28,47.52740145,541.62398086,-0.4834329405713156,-0.12834873408458147,0.12946969856297708,-0.12222591502402627,0.14263504622889234,-0.13168959087260718,-0.10093915531601172
801050,2025-02-28,-0.08212132099735435,0.12804480357540438,0.4578071038343406,0.5421928961656595,-0.0843857923313189,0.9017190042513437,15,2289,1.5592150981050281,4486.84,4538.47,4553.6,4484.37,44.8022133,526.6194139,-1.7302402186673227,-0.10179042551712024,-0.4924398886103005,-0.1138830857592303,-0.33685136598013543,-0.13154271457804118,-0.017571018910102487
801080,2025-02-05,-0.10303091233701413,0.11699648013226521,0.43831428820175333,0.5616857117982467,-0.12337142359649327,0.8864939460822995,14,2464,1.135547356404743,4474.67,4496.35,4502.82,4442.78,90.01886688,2179.78247717,0.0,-0.10303091233701413,,-0.10303091233701413,,-0.10303091233701413,
801080,2025-02-06,-0.043113088084384764,0.14956078451277377,0.47377117111851946,0.5262288288814806,-0.052457657762961074,0.8746987173964264,14,3253,3.469034373507185,4649.3,4453.09,4650.08,4453.09,121.0722817,2815.55923174,3.9026341607314,-0.07307200021069944,,-0.07307200021069944,,-0.07307200021069944,
801080,2025-02-07,-0.06043889951807923,0.1302954013715679,0.4678697805132662,0.5321302194867338,-0.06426043897346756,0.9082360333272919,14,2743,2.1558202153001202,4692.07,4656.93,4773.26,4621.45,148.17360348,3328.54566813,0.9199234293334468,-0.0688609666464927,,-0.0688609666464927,,-0.0688609666464927,
801080,2025-02-10,-0.05202787906832137,0.14595917882899637,0.45827186465071,0.54172813534929,-0.08345627069858001,0.8987098359548753,14,2127,2.805403207717297,4740.13,4702.76,4742.8,4673.55,126.41973891,2704.00361326,1.0242813939263629,-0.051859955556928454,-0.49502651303195133,-0.06465269475194987,,-0.06465269475194987,
801080,2025-02-11,-0.0756274814936865,0.14829769728481135,0.45590721162351305,0.5440927883764869,-0.08818557675297388,0.8655399684199033,14,2123,1.960896943225479,4712.54,4736.83,4748.12,4679.8,118.02722829,2423.68280963,-0.5820515471094745,-0.06269808669336237,0.7541652628932931,-0.0668476521002972,,-0.0668476521002972,
801080,2025-02-12,-0.05655547690732642,0.11954653233039991,0.46569955542323516,0.5343004445767648,-0.06860088915352969,0.8922333668718044,14,3608,2.113792312746166,4838.38,4710.27,4838.6,4696.86,131.55749473,2882.20686541,2.6703221617217165,-0.0614036124897781,-0.06425369491698218,-0.05755256501435966,-0.45108244094419503,-0.0651322895681354,
801080,2025-02-13,-0.11522392484149575,0.15382098833183988,0.4341226876625018,0.5658773123374983,-0.13175462467499646,0.8475796277865653,14,2827,1.3349743861219707,4707.27,4828.58,4828.61,4706.9,121.3179571,2639.39422158,-2.7097912937801394,-0.08246896108083622,1.2146573511133778,-0.07197473236578186,1.6725973471436157,-0.07228823746432975,
801080,2025-02-14,-0.10694851603368578,0.1465778683143495,0.4373647652075154,0.5626352347924847,-0.12527046958496926,0.8673284213219229,14,2450,1.3705460697386542,4704.88,4685.96,4717.14,4655.68,104.60822616,2221.0054203,-0.0507725284506821,-0.09290930592750264,0.4141488506742619,-0.08127665566890316,0.7695311609982909,-0.07662077228549924,
801080,2025-02-17,-0.080835481660872,0.15535690562242074,0.4590841026601436,0.5409158973398565,-0.08183179467971279,0.8612194021596139,14,2710,1.9218900219360042,4771.97,4719.25,4776.66,4719.25,117.41856513,2594.59324017,1.425966230807174,-0.10100264084535117,0.4293130582795994,-0.0870381761874133,0.5536955014968301,-0.07708907332720732,
801080,2025-02-18,-0.11219323989835431,0.16250825045919154,0.43812725654011964,0.5618727434598804,-0.12374548691976066,0.8542306462782091,14,3364,1.4484673996973616,4668.04,4766.0,4800.18,4649.77,122.32609744,2589.65604721,-2.177926516721606,-0.09999241253097069,-0.026302566479231793,-0.09435132786834685,0.48349829562578206,-0.08059948998432202,
801080,2025-02-19,-0.07188597406728138,0.1780076971169248,0.44789621233491433,0.5521037876650856,-0.10420757533017125,0.8623923583840271,14,3767,2.4762507488640164,4826.49,4663.99,4827.72,4663.99,122.1513133,2781.24871304,3.3943582317203846,-0.08830489854216923,-0.32784505355231564,-0.09741742730033784,0.2710700713403229,-0.07748499615734875,-0.30228731905098205
