post_title,post_view,comment_num,post_url,post_date,post_time,post_author
说年底200的人真的太过分了嗷，天齐24年亏损80亿在这摆着呢,70,0,"https://guba.eastmoney.com/news,002466,1525690523.html",2025-03-09,21:29,可爱的牛排2
这里唱多的人好多，都说年底两百，三百的，大家要小心了！,117,2,"https://guba.eastmoney.com/news,002466,1525684227.html",2025-03-09,20:18,许不_短线做手
科普一下，世界锂业三湖一矿。雅保在sQm盐湖，也参有股份,123,0,"https://guba.eastmoney.com/news,002466,1525679493.html",2025-03-09,19:22,淘气恐龙
到年底，200的的股价，会让你们惊到下巴,106,0,"https://guba.eastmoney.com/news,002466,1525676083.html",2025-03-09,18:36,淘气恐龙
赣锋都开始控价发货了，是不是锂也要起一波行情了。钴都开始趋势向上了,223,1,"https://guba.eastmoney.com/news,002466,1525673911.html",2025-03-09,18:06,基民O9kiq6
我是唯一个，告诉你们，年底会涨到200的人,288,10,"https://guba.eastmoney.com/news,002466,1525667108.html",2025-03-09,16:34,淘气恐龙
雅保已经回到70块的前低了，对应天齐的前低是24，估计是某些人紧张了，但是牛排坚,417,13,"https://guba.eastmoney.com/news,002466,1525663482.html",2025-03-09,15:43,可爱的牛排2
天齐锂业本周融资净买入2828.84万元，居能源金属板块第六,78,0,"https://guba.eastmoney.com/news,002466,1525657492.html",2025-03-09,15:03,大眼看两融
反着板块和天齐港股走，完全看不懂！,114,0,"https://guba.eastmoney.com/news,002466,1525654976.html",2025-03-09,14:18,爱像流云
年底俩百，,112,0,"https://guba.eastmoney.com/news,002466,1525654551.html",2025-03-09,14:11,淘气恐龙
年底200.阿门,134,0,"https://guba.eastmoney.com/news,002466,1525643726.html",2025-03-09,11:05,淘气恐龙
我感觉有点像东方集团了，连续大幅度亏损，真怕哪天爆个雷,184,1,"https://guba.eastmoney.com/news,002466,1525642091.html",2025-03-09,10:47,盆满满腹_苏满满
基本上所有金属价格都上涨，就差锂了,138,0,"https://guba.eastmoney.com/news,002466,1525633882.html",2025-03-09,08:56,纯色8
差赣锋越来越多了,141,0,"https://guba.eastmoney.com/news,002466,1525631483.html",2025-03-09,08:12,大发亨
我又回来了，希望能多跌跌好让我上仓位,166,0,"https://guba.eastmoney.com/news,002466,1525627939.html",2025-03-09,06:11,股友2I1728M069
外面小金属都热开锅了，只有锂是属于过剩不涨的品种,210,0,"https://guba.eastmoney.com/news,002466,1525622270.html",2025-03-09,00:00,牛金鑫月12
周一36.42,213,0,"https://guba.eastmoney.com/news,002466,1525620488.html",2025-03-08,23:26,股友116325Z62g
