post_title,post_view,comment_num,post_url,post_date,post_time,post_author
建设银行本周融资净买入401.54万元，居银行板块第十五,44,0,"https://guba.eastmoney.com/news,601939,1525660150.html",2025-03-09,15:08,大眼看两融
周一涨停,245,2,"https://guba.eastmoney.com/news,601939,1525600691.html",2025-03-08,18:11,太极掌门马师傅
资讯建设银行：融资净买入4.56万元，融资余额10.15亿元（03-07）,64,0,"https://guba.eastmoney.com/news,601939,1525552308.html",2025-03-08,07:27,建设银行资讯
资讯押注新兴产业、未来产业 银行加大信贷投放,531,1,"https://guba.eastmoney.com/news,601398,1525544025.html",2025-03-08,02:42,工商银行资讯
还不倒闭,215,0,"https://guba.eastmoney.com/news,601939,1525522534.html",2025-03-07,22:11,赚不到钱的人
咨询一下，比如我买了银行股1000股，然后它分红了，那一年内卖出不是要算红利税吗,504,9,"https://guba.eastmoney.com/news,601939,1525483541.html",2025-03-07,18:50,白绿小兔子
建设银行也是超级大行，怎么会没有在易方达沪深300指数和华泰柏瑞沪深300指数，,341,3,"https://guba.eastmoney.com/news,601939,1525411206.html",2025-03-07,15:05,高山流水绵绵不绝
落袋，跑，远离银行抱团派发票，趁机会落袋布局中超跌绩优票，看着这些千万抱团派发票,632,5,"https://guba.eastmoney.com/news,601939,1525405250.html",2025-03-07,14:59,老亨出手
在8.50元以下狂抛股票，有点想不通？这样子能赚钱？割肉不是割到地板上去了吗？反,182,0,"https://guba.eastmoney.com/news,601939,1525398616.html",2025-03-07,14:52,笑哈哈的紫菜A
全线漂绿了。又是一个黑色周五。,130,0,"https://guba.eastmoney.com/news,601939,1525382191.html",2025-03-07,14:38,倾国倾城的倾颜9
8.48玩儿一天,132,0,"https://guba.eastmoney.com/news,601939,1525309925.html",2025-03-07,13:40,邂逅一九八一
拿好筹码，下午在开始发力了,145,1,"https://guba.eastmoney.com/news,601939,1525303916.html",2025-03-07,13:35,太极掌门马师傅
8.48全仓搞里头，收盘会有收获的,140,0,"https://guba.eastmoney.com/news,601939,1525289001.html",2025-03-07,13:22,太极掌门马师傅
8.48上车能做4分钱差价吗,237,5,"https://guba.eastmoney.com/news,601939,1525281999.html",2025-03-07,13:15,太极掌门马师傅
很好很好,118,0,"https://guba.eastmoney.com/news,601939,1525279475.html",2025-03-07,13:13,太极掌门马师傅
8.48无脑入了,135,1,"https://guba.eastmoney.com/news,601939,1525231499.html",2025-03-07,11:26,游资成长账户
准备翻红了,96,1,"https://guba.eastmoney.com/news,601939,1525183839.html",2025-03-07,10:49,股友xb2lnj
银行股我是一点不慌越跌我越加仓,163,3,"https://guba.eastmoney.com/news,601939,1525167243.html",2025-03-07,10:36,游资成长账户
其实我在想，年后的这种科技那种技术都在疯涨，股指都涨不过3400，然后这些疯狂的,128,1,"https://guba.eastmoney.com/news,601939,1525165987.html",2025-03-07,10:36,不知知不知道
奇怪了，买谁谁跌，纳斯达克被我买崩了，建行也被我买崩？不至于吧,158,4,"https://guba.eastmoney.com/news,601939,1525162360.html",2025-03-07,10:33,炒股烧砖发现大量石油
今天又破前低,77,0,"https://guba.eastmoney.com/news,601939,1525156932.html",2025-03-07,10:29,真诚的慕容智妍
蓝佛安：将发行首批特别国债5000亿元，支持国有大型商业银行补充核心一级资本,72,0,"https://guba.eastmoney.com/news,601939,1525109910.html",2025-03-07,10:00,WFR7
挂8.48买入，今天能实现吗,205,7,"https://guba.eastmoney.com/news,601939,1525106548.html",2025-03-07,09:58,股友55m21Z6392
又是这些玩意在找涨,55,0,"https://guba.eastmoney.com/news,601939,1525096660.html",2025-03-07,09:54,股友9FvgOP
如果科技创造财富，大面积盈利，作为银行的财富资金存放池，怎么可能跌一半，你看看过,74,0,"https://guba.eastmoney.com/news,601939,1525067423.html",2025-03-07,09:40,优质成长低PE股
让疯狂的科技再涨一倍，四大行跌一半，哇，有这种可能吗？,208,3,"https://guba.eastmoney.com/news,601939,1525028000.html",2025-03-07,09:23,不知知不知道
资讯【研报掘金】机构：政策组合拳推动银行板块估值修复,6197,13,"https://guba.eastmoney.com/news,601838,1525020827.html",2025-03-07,09:08,成都银行资讯
资讯建设银行：融资净买入2208.85万元，融资余额10.15亿元（03-06）,61,0,"https://guba.eastmoney.com/news,601939,1525003581.html",2025-03-07,07:29,建设银行资讯
资讯两会观察｜5000亿元！特别国债注资国有行 释放哪些信号？,4096,2,"https://guba.eastmoney.com/news,601398,1525000840.html",2025-03-07,06:59,工商银行资讯
资讯锻长补短、因地制宜 贵州：加快构建现代化产业体系,1189,1,"https://guba.eastmoney.com/news,002594,1524999040.html",2025-03-07,06:30,比亚迪资讯
资讯两会释放消费贷市场新机！走访：利率低至2字头 最高贷百万,677,1,"https://guba.eastmoney.com/news,600000,1524980959.html",2025-03-06,23:29,浦发银行资讯
今年六大国有银行A股的涨幅不如H股的涨幅高。特别是港股的工商银行和中国银行，正在,151,0,"https://guba.eastmoney.com/news,601939,1524941507.html",2025-03-06,20:16,海上一帆00号
亲们，宇宙四大行，什么价格可以入手？,148,1,"https://guba.eastmoney.com/news,601939,1524936538.html",2025-03-06,19:54,应急食物派蒙
招商银行都起飞了，你还不动？[为什么],122,0,"https://guba.eastmoney.com/news,601939,1524900633.html",2025-03-06,17:20,股友1nu6578311
资讯蓝佛安：将发行首批特别国债5000亿元，支持国有大型商业银行补充核心一级资本,4440,21,"https://guba.eastmoney.com/news,601398,1524894345.html",2025-03-06,16:56,工商银行资讯
