post_title,post_view,comment_num,post_url,post_date,post_time,post_author
公司股票还没回购完成，涨是不可能的，傻瓜才回高位回购，慢慢等吧。没那么快的！！,53,0,"https://guba.eastmoney.com/news,002340,1525700372.html",2025-03-09,23:07,yang543
别等涨起来的时候才哭着喊着叫又被外国人抄了底。,51,0,"https://guba.eastmoney.com/news,002340,1525699226.html",2025-03-09,22:53,山顶灯搭照绿湖
星期一涨停,131,3,"https://guba.eastmoney.com/news,002340,1525692050.html",2025-03-09,21:45,股友c283y56358
小金属大涨，你动都不动，说好的城市矿山呢？,90,1,"https://guba.eastmoney.com/news,002340,1525684871.html",2025-03-09,20:26,股市淘惊者
10万吨镍的产能应该有人惦记上了吧，实力不允许你再低调了,323,1,"https://guba.eastmoney.com/news,002340,1525681372.html",2025-03-09,19:45,燃烧的田野
人气怎么的上来了,118,1,"https://guba.eastmoney.com/news,002340,1525680989.html",2025-03-09,19:40,对韭当割lqt
这突破的缺口还在的，随时可能冲上去,101,0,"https://guba.eastmoney.com/news,002340,1525678980.html",2025-03-09,19:15,西藏小卢
你大哥中伟出来公告了，不受印尼自然灾害影响，你不公告下？,138,0,"https://guba.eastmoney.com/news,002340,1525678793.html",2025-03-09,19:12,鹤洲之ye
电池大涨格林美不涨，出售控股企业股票大赚格林美不涨，小金属大涨，格林美不涨，回收,364,4,"https://guba.eastmoney.com/news,002340,1525670964.html",2025-03-09,17:24,蕶下130喥5030
具备了走牛的条件几年前是炒的概念，他也没涨多少。现在是成熟期，拼业绩了，而格林妹,599,1,"https://guba.eastmoney.com/news,002340,1525669417.html",2025-03-09,17:03,子墨4276852
小金属疯涨，经过周末的发酵，明天板块将会是一片涨停潮，而你就是拽也要让你涨5个点,360,1,"https://guba.eastmoney.com/news,002340,1525661818.html",2025-03-09,15:19,燃烧的田野
格林美本周融资净买入5336.22万元，居能源金属板块第四,116,0,"https://guba.eastmoney.com/news,002340,1525660192.html",2025-03-09,15:08,大眼看两融
周末有利好吗？是不是有利好,128,0,"https://guba.eastmoney.com/news,002340,1525656347.html",2025-03-09,14:44,茶包哥
压着股价不涨是不是要被国家新成立的再生资源公司收购了呢？很奇怪的钴镍都涨他不涨！,261,1,"https://guba.eastmoney.com/news,002340,1525654947.html",2025-03-09,14:17,老虎与狗熊
大家千万不要误会，我只是进评论区看看有没有利好的，如果没有，就祝，各位礼拜天快乐,183,1,"https://guba.eastmoney.com/news,002340,1525645842.html",2025-03-09,11:38,股市淘惊者
5-7月会有行情这个票现在震荡吸筹阶段,165,2,"https://guba.eastmoney.com/news,002340,1525637154.html",2025-03-09,09:50,基民93638um108
大家一直在关注的事这公司是干吗的，有的说在做电池回收，有的说国际钴价高了为什么股,361,1,"https://guba.eastmoney.com/news,002340,1525623466.html",2025-03-09,00:28,阳光海岸的
题材好，远景好，就是不涨。问题一股权为什么这么分散；问题二上市以来为什么不断融资,422,1,"https://guba.eastmoney.com/news,002340,1525618834.html",2025-03-08,22:56,股友Pt2yWF
准备走石墨烯概念,213,0,"https://guba.eastmoney.com/news,002340,1525574968.html",2025-03-08,11:45,坚毅的许芝蔓
下周还是做T，跌到5.8T一下，成本有望到4元,207,1,"https://guba.eastmoney.com/news,002340,1525569443.html",2025-03-08,10:40,北控壹号雪山飞狐
12.买了三年，,248,4,"https://guba.eastmoney.com/news,002340,1525566297.html",2025-03-08,10:04,股友80n186750l
散户还是需要学习，平时说公司不重视散户，现在股东大会给了大家投票的权利大家看看律,366,0,"https://guba.eastmoney.com/news,002340,1525548937.html",2025-03-08,06:06,股友3bqyrh
沪镍价格上涨突破13万站稳了，钴价也大涨，看来是两方联手准备抬价了,468,1,"https://guba.eastmoney.com/news,002340,1525536090.html",2025-03-07,23:46,温暖的姚俐龙
$格林美(SZ002340)$,295,0,"https://guba.eastmoney.com/news,002340,1525524060.html",2025-03-07,22:21,有条理的君如灵6
去年T的4.7的本，观察了几个月还是可以到两位数也就是10以上,401,4,"https://guba.eastmoney.com/news,002340,1525523921.html",2025-03-07,22:20,北控壹号雪山飞狐
资讯格林美：第七届监事会第一次会议决议公告,1057,0,"https://guba.eastmoney.com/news,002340,1525522814.html",2025-03-07,22:13,格林美资讯
资讯格林美：第七届董事会第一次会议决议公告,703,0,"https://guba.eastmoney.com/news,002340,1525522809.html",2025-03-07,22:13,格林美资讯
资讯格林美：2025年第三次临时股东大会决议公告,739,0,"https://guba.eastmoney.com/news,002340,1525522489.html",2025-03-07,22:11,格林美资讯
这一个月钴涨价至少增加利润10亿！,262,0,"https://guba.eastmoney.com/news,002340,1525518086.html",2025-03-07,21:42,股友W37236125Y
有没有大神出来解释一下，公告上说回购专用账户上有12164800股，是什么意思,373,1,"https://guba.eastmoney.com/news,002340,1525518041.html",2025-03-07,21:42,枫588888888
钴价飞升，格林价值重估,239,0,"https://guba.eastmoney.com/news,002340,1525515836.html",2025-03-07,21:29,股友W37236125Y
资讯格林美：3月7日召开董事会会议,740,0,"https://guba.eastmoney.com/news,002340,1525508830.html",2025-03-07,20:49,格林美资讯
散户大本营的春天马上要来了，套三年，套五年的大有人在，到年底翻倍就解套了。,112,0,"https://guba.eastmoney.com/news,002340,1525506783.html",2025-03-07,20:39,仙人一一指路
公告格林美:广东君信经纶君厚律师事务所关于格林美股份有限公司2025年第三次临时股东大会的法律意见书,230,7,"https://guba.eastmoney.com/news,002340,1525505521.html",2025-03-07,20:32,格林美资讯
公告格林美:第七届监事会第一次会议决议公告,190,4,"https://guba.eastmoney.com/news,002340,1525505301.html",2025-03-07,20:31,格林美资讯
公告格林美:第七届董事会第一次会议决议公告,198,2,"https://guba.eastmoney.com/news,002340,1525505300.html",2025-03-07,20:31,格林美资讯
公告格林美:2025年第三次临时股东大会决议公告,139,2,"https://guba.eastmoney.com/news,002340,1525505299.html",2025-03-07,20:31,格林美资讯
各位成本多少，我8.52,290,4,"https://guba.eastmoney.com/news,002340,1525497619.html",2025-03-07,19:52,股友7719y25H65
有没满仓格林美扛一周的？涨没跟到，一周还亏钱。,286,3,"https://guba.eastmoney.com/news,002340,1525495795.html",2025-03-07,19:43,ufutcrrucyfy
今晚估计有一大票公告要出来,210,1,"https://guba.eastmoney.com/news,002340,1525485174.html",2025-03-07,18:56,财源亨通得苗人凤
放心吧明天后天都不会跌了，要跌也是大后天才开始阴跌，这两天愉快的该吃该喝的喝,225,3,"https://guba.eastmoney.com/news,002340,1525480095.html",2025-03-07,18:35,宸森林迷了鹿
造电池的越多收电池的越香,160,0,"https://guba.eastmoney.com/news,002340,1525479894.html",2025-03-07,18:34,爱淋雨的蛇4756
冲高就做T，稳的雅痞，别被沟托误导,153,0,"https://guba.eastmoney.com/news,002340,1525467105.html",2025-03-07,17:45,不觉已千年
30分钟看3月5日背驰结构出线第一类买点形成；目前观察二类买点，二类买卖点目前M,556,0,"https://guba.eastmoney.com/news,002340,1525456061.html",2025-03-07,17:08,宁在一思进1
短线6.67前一中枢高点若破可考虑减仓，反之看做中枢内箱体震荡会做T的箱体内低位,493,2,"https://guba.eastmoney.com/news,002340,1525455075.html",2025-03-07,17:04,宁在一思进1
万万没想到啊，格林美盘后发布重大利好，下周一至少涨七个点以上。该股技术图形上已呈,674,6,"https://guba.eastmoney.com/news,002340,1525447516.html",2025-03-07,16:40,亮亮6222
万万没想到啊，格林美盘后发布重大利好，明天至少涨八个点以上。该股技术图形上已呈现,325,2,"https://guba.eastmoney.com/news,002340,1525446846.html",2025-03-07,16:38,亮亮6222
资讯大宗交易：机构账户买入格林美205.28万元（03-07）,2985,9,"https://guba.eastmoney.com/news,002340,1525445415.html",2025-03-07,16:34,格林美资讯
每天玩的就是震荡，上下影线都好长,141,0,"https://guba.eastmoney.com/news,002340,1525443325.html",2025-03-07,16:27,茶包哥
拿它一年不动,183,3,"https://guba.eastmoney.com/news,002340,1525440050.html",2025-03-07,16:17,基民I28L796396
格林美换董秘了吗？以前很喜欢发小作文的，这都好几个月没写作文了,172,1,"https://guba.eastmoney.com/news,002340,1525422761.html",2025-03-07,15:30,财源亨通得苗人凤
有色都不跟？那还怎么活。。。,154,1,"https://guba.eastmoney.com/news,002340,1525405004.html",2025-03-07,14:58,n594013687532396
不让发批评，但是股价又不表现，可笑的电池回收法案,172,1,"https://guba.eastmoney.com/news,002340,1525398825.html",2025-03-07,14:52,宁云致远
6.76不变！,139,0,"https://guba.eastmoney.com/news,002340,1525382049.html",2025-03-07,14:38,搬砖的小散户
垃圾桶里的垃圾！,136,0,"https://guba.eastmoney.com/news,002340,1525381584.html",2025-03-07,14:38,股友56xQ232833
托单全部破了,139,0,"https://guba.eastmoney.com/news,002340,1525374754.html",2025-03-07,14:33,股友159xf23715
拉基货,130,0,"https://guba.eastmoney.com/news,002340,1525371016.html",2025-03-07,14:30,跑慢就套
收垃圾的垃圾东西,135,0,"https://guba.eastmoney.com/news,002340,1525361259.html",2025-03-07,14:23,森林马
股东大会漏了啥,147,0,"https://guba.eastmoney.com/news,002340,1525358692.html",2025-03-07,14:20,等可可
我淦,134,0,"https://guba.eastmoney.com/news,002340,1525355583.html",2025-03-07,14:18,股友DK7BFS
为什么我看到的是8180位置万手脱单，82位置疯狂吃筹码，几十几百几千手都通通吃,643,3,"https://guba.eastmoney.com/news,002340,1525352510.html",2025-03-07,14:15,宁在一思进1
