board_code,industry,avg_daily_return,daily_volatility,max_daily_return,min_daily_return,sharpe_ratio
801050,有色金属,0.03585185185185188,1.0227782375306504,2.1873333333333336,-1.9226666666666667,0.035053397243190246
801080,电子,0.3290476190476192,2.251114649871647,4.090000000000001,-4.965714285714285,0.14617097315162544
801120,食品饮料,0.2092962962962963,1.0209534560066296,2.088,-1.556,0.20500082062010988
801150,医药生物,0.3340972222222222,1.7243037573793136,2.799375,-2.625625,0.19375775340767135
801180,房地产,0.24181818181818182,1.773463469783982,3.498181818181818,-2.911818181818182,0.13635363002297232
801730,电气设备,0.48065656565656567,1.507859068319395,3.39,-1.6390909090909092,0.31876756638290343
801750,计算机,0.9934126984126984,3.3893283068894475,7.609285714285714,-5.362857142857143,0.2931001686656911
801780,银行,-0.07596296296296295,0.7696061117058636,1.2126666666666668,-1.5073333333333332,-0.09870368985842372
