code,date,close,open,high,low,volume,amount,pct_change,board_code
801080,2025-02-05,4474.67,4496.35,4502.82,4442.78,90.01886688,2179.78247717,0.0,801080
801080,2025-02-06,4649.3,4453.09,4650.08,4453.09,121.0722817,2815.55923174,3.9026341607313997,801080
801080,2025-02-07,4692.07,4656.93,4773.26,4621.45,148.17360348,3328.54566813,0.9199234293334468,801080
801080,2025-02-10,4740.13,4702.76,4742.8,4673.55,126.41973891,2704.00361326,1.0242813939263629,801080
801080,2025-02-11,4712.54,4736.83,4748.12,4679.8,118.02722829,2423.68280963,-0.5820515471094745,801080
801080,2025-02-12,4838.38,4710.27,4838.6,4696.86,131.55749473,2882.20686541,2.6703221617217165,801080
801080,2025-02-13,4707.27,4828.58,4828.61,4706.9,121.3179571,2639.39422158,-2.7097912937801394,801080
801080,2025-02-14,4704.88,4685.96,4717.14,4655.68,104.60822616,2221.0054203,-0.05077252845068214,801080
801080,2025-02-17,4771.97,4719.25,4776.66,4719.25,117.41856513,2594.59324017,1.425966230807174,801080
801080,2025-02-18,4668.04,4766.0,4800.18,4649.77,122.32609744,2589.65604721,-2.1779265167216066,801080
801080,2025-02-19,4826.49,4663.99,4827.72,4663.99,122.1513133,2781.24871304,3.3943582317203846,801080
801080,2025-02-20,4864.53,4835.76,4885.48,4813.62,136.22272363,2912.28213589,0.7881503950075475,801080
801080,2025-02-21,5032.53,4880.62,5053.88,4877.56,166.92580513,3839.18071587,3.4535710541409026,801080
801080,2025-02-24,5030.9,5025.68,5068.0,4986.85,142.01150172,3399.42948227,-0.0323892753744115,801080
801080,2025-02-25,5024.65,4948.47,5099.37,4943.3,136.52087216,3260.22714966,-0.12423224472758454,801080
801080,2025-02-26,5075.6,5041.38,5086.62,4972.53,144.17613694,3245.03086015,1.0140009751923085,801080
801080,2025-02-27,5030.99,5080.75,5094.07,4927.04,137.06359954,3152.13913353,-0.8789108676806823,801080
801080,2025-02-28,4787.64,4982.72,4982.74,4772.48,125.94113045,3007.02614216,-4.837020149115768,801080
801150,2025-02-05,6988.9,6995.63,7000.89,6954.41,39.72570234,484.11440655,0.0,801150
801150,2025-02-06,7069.3,6980.81,7069.69,6941.2,44.82079264,562.56139504,1.1503956273519522,801150
801150,2025-02-07,7173.35,7070.14,7220.92,7058.87,62.95045363,806.23754371,1.4718571852941675,801150
801150,2025-02-10,7292.08,7187.3,7294.61,7169.71,67.77150962,861.72496497,1.6551541469466802,801150
801150,2025-02-11,7215.37,7300.42,7300.42,7188.08,56.73924024,730.57226537,-1.0519632258560008,801150
801150,2025-02-12,7229.99,7197.13,7232.22,7169.22,52.35164926,633.55191307,0.20262301170972385,801150
801150,2025-02-13,7194.54,7222.17,7252.79,7193.9,52.53123063,651.94038848,-0.4903187971214362,801150
801150,2025-02-14,7368.1,7196.56,7401.35,7196.49,69.69473304,1008.54367115,2.4123849474740666,801150
801150,2025-02-17,7416.9,7449.15,7521.02,7371.86,80.57525337,1207.2674236,0.662314572277789,801150
801150,2025-02-18,7267.61,7396.71,7410.49,7244.7,77.27217894,957.58390906,-2.012835551241088,801150
801150,2025-02-19,7321.12,7256.21,7340.58,7217.25,61.85653106,822.00961042,0.736280565412839,801150
801150,2025-02-20,7438.61,7325.59,7496.0,7325.54,73.80950181,1023.63011749,1.6048091002469622,801150
801150,2025-02-21,7506.32,7440.79,7509.6,7376.5,73.92152774,1057.08481743,0.9102507054409292,801150
801150,2025-02-24,7438.83,7503.82,7503.85,7400.88,61.6337228,899.72255099,-0.8991090174679472,801150
801150,2025-02-25,7355.59,7366.35,7408.62,7339.12,54.4097207,772.7238026,-1.118993175001981,801150
801150,2025-02-26,7442.25,7365.55,7442.83,7341.28,52.41237141,764.45473727,1.1781515826738476,801150
801150,2025-02-27,7468.19,7430.45,7481.37,7381.41,58.22534443,831.7605833,0.348550505559464,801150
801150,2025-02-28,7302.5,7442.16,7491.84,7286.21,58.54953588,833.7283373,-2.2186098639697116,801150
801780,2025-02-05,3859.74,3933.54,3933.54,3856.1,33.63597757,234.05278818,0.0,801780
801780,2025-02-06,3860.26,3858.23,3884.79,3835.49,29.09022022,208.71591989,0.01347241005871247,801780
801780,2025-02-07,3847.91,3856.02,3859.66,3833.83,36.75629597,256.29564359,-0.31992663706590374,801780
801780,2025-02-10,3853.65,3844.95,3883.23,3830.09,29.88880061,219.05012199,0.14917188811589543,801780
801780,2025-02-11,3889.5,3858.55,3889.62,3858.55,35.45784981,242.72984928,0.9302868708886303,801780
801780,2025-02-12,3920.99,3890.23,3920.99,3865.43,29.88068441,219.31418116,0.8096156318292858,801780
801780,2025-02-13,3924.14,3915.57,3939.02,3911.57,29.81755185,214.51426328,0.08033685370276711,801780
801780,2025-02-14,3940.76,3925.34,3941.13,3905.79,27.78496343,205.04261647,0.4235322898775262,801780
801780,2025-02-17,3929.58,3940.83,3940.83,3903.04,32.79061494,246.10233832,-0.28370162100712637,801780
801780,2025-02-18,3970.95,3920.92,3992.64,3920.92,45.39211271,312.11296816,1.0527842670208898,801780
801780,2025-02-19,3952.61,3963.64,3978.19,3949.64,31.04816946,218.49643641,-0.46185421624547196,801780
801780,2025-02-20,3947.61,3951.92,3961.86,3934.31,22.96335264,165.79045063,-0.12649869326849528,801780
801780,2025-02-21,3898.61,3949.85,3949.85,3890.66,40.4012543,290.32079535,-1.2412573683823869,801780
801780,2025-02-24,3869.61,3890.09,3900.73,3865.03,33.99522061,246.11713617,-0.7438548610915197,801780
801780,2025-02-25,3838.72,3865.34,3874.45,3831.72,31.60278742,227.17323815,-0.7982716604515772,801780
801780,2025-02-26,3858.59,3842.63,3887.1,3842.63,30.34438825,215.02756471,0.5176204568189569,801780
801780,2025-02-27,3908.27,3862.36,3909.19,3838.92,33.35821924,245.52905172,1.2875169427174038,801780
801780,2025-02-28,3884.47,3902.82,3928.16,3884.47,36.11829683,262.48047865,-0.6089650919716472,801780
801180,2025-02-05,2013.39,2024.88,2025.44,1999.12,31.23906872,132.63244017,0.0,801180
801180,2025-02-06,2032.37,2012.25,2040.39,1998.41,34.94050589,145.78816311,0.9426886991591221,801180
801180,2025-02-07,2078.91,2031.33,2097.75,2025.8,44.36518717,197.75109549,2.2899373637674136,801180
801180,2025-02-10,2110.21,2078.11,2112.03,2078.11,38.0660082,170.05703478,1.5055966828770861,801180
801180,2025-02-11,2074.94,2118.46,2118.46,2068.76,32.44494961,145.50809748,-1.671397633410887,801180
801180,2025-02-12,2139.32,2077.72,2139.37,2060.31,44.59615448,212.28325841,3.1027403202020354,801180
801180,2025-02-13,2151.42,2125.48,2178.97,2122.53,59.00558664,285.5153669,0.5656002842024499,801180
801180,2025-02-14,2120.95,2145.51,2151.76,2107.14,43.81525031,193.96834665,-1.4162739028176885,801180
801180,2025-02-17,2136.54,2121.08,2153.88,2112.43,46.0667415,202.33855728,0.735047973785341,801180
