code,date,close,open,high,low,volume,amount,pct_change,board_code
801180,2025-02-18,2077.96,2134.32,2134.32,2073.3,39.83764795,174.6217365,-2.7418162075130814,801180
801180,2025-02-19,2100.39,2076.59,2100.39,2074.42,31.4004608,142.62145691,1.0794240505110686,801180
801180,2025-02-20,2088.55,2097.32,2097.32,2079.14,33.13222707,150.70458912,-0.5637048357685859,801180
801180,2025-02-21,2087.51,2091.92,2101.13,2065.55,38.05094604,177.82726899,-0.04979531253740399,801180
801180,2025-02-24,2122.09,2087.96,2134.26,2087.96,47.19848213,230.10099814,1.656519010687374,801180
801180,2025-02-25,2108.41,2104.16,2131.89,2095.64,39.31221135,189.68621212,-0.644647493744388,801180
801180,2025-02-26,2154.89,2118.57,2154.89,2118.54,47.34627084,226.93103669,2.2045048164256453,801180
801180,2025-02-27,2165.52,2152.86,2183.33,2150.25,47.44284183,231.11597637,0.49329664159192266,801180
801180,2025-02-28,2133.95,2159.22,2173.66,2132.57,49.39381166,235.01574732,-1.4578484613395504,801180
801120,2025-02-05,16379.5,16764.26,16764.26,16369.66,14.85777122,284.98498417,0.0,801120
801120,2025-02-06,16486.29,16349.62,16551.51,16349.6,14.91758447,246.30517912,0.651973503464709,801120
801120,2025-02-07,16713.69,16490.67,16818.33,16389.72,20.11346269,335.37212954,1.3793279142851222,801120
801120,2025-02-10,16728.8,16731.15,16746.46,16604.26,20.52517031,306.8971864,0.090404931526189,801120
801120,2025-02-11,16577.39,16753.22,16757.75,16547.38,18.82473031,287.52398479,-0.9050858399885175,801120
801120,2025-02-12,16792.01,16560.39,16792.01,16548.58,18.4025024,286.35319198,1.2946549486981818,801120
801120,2025-02-13,17103.56,16788.69,17229.74,16788.69,21.74918247,479.48286791,1.855346679760217,801120
801120,2025-02-14,17104.66,17051.56,17123.85,16978.34,16.21579977,294.7276708,0.006431409601259652,801120
801120,2025-02-17,17104.82,17131.74,17257.01,17047.19,17.0259564,306.01062336,0.0009354175996456604,801120
801120,2025-02-18,16972.58,17079.6,17220.46,16927.74,16.16095422,287.94792966,-0.7731154142516461,801120
801120,2025-02-19,17130.83,16956.83,17142.2,16896.76,12.84641163,257.8781341,0.9323862370953728,801120
801120,2025-02-20,17062.19,17068.42,17218.94,17043.07,12.96027306,233.93157552,-0.4006811111896047,801120
801120,2025-02-21,17119.71,17093.67,17235.01,16989.48,16.10494509,324.56684944,0.33711967807181775,801120
801120,2025-02-24,17160.06,17103.33,17321.41,17099.74,17.08309155,357.46649556,0.23569324480381404,801120
801120,2025-02-25,16887.93,17044.55,17044.55,16862.39,14.51029419,271.72420516,-1.585833615966381,801120
801120,2025-02-26,17018.03,16888.43,17018.03,16821.13,15.64808254,279.48776575,0.7703726862913207,801120
801120,2025-02-27,17398.79,17017.92,17412.68,17017.92,23.37065594,498.07211189,2.2373917545097877,801120
801120,2025-02-28,17422.31,17382.69,17769.6,17378.94,22.97966076,515.50550208,0.1351818143675576,801120
801730,2025-02-05,6812.72,6879.67,6879.67,6785.35,50.4633749,781.85476673,0.0,801730
801730,2025-02-06,6955.0,6791.11,6955.0,6781.79,62.83814797,1002.48817658,2.0884463180638635,801730
801730,2025-02-07,7138.51,6980.19,7193.9,6980.01,83.18491925,1335.50659788,2.6385334291876283,801730
801730,2025-02-10,7100.17,7139.99,7140.0,7018.31,70.66296274,1153.95532941,-0.5370868710697363,801730
801730,2025-02-11,6999.96,7105.38,7105.39,6970.06,60.94876146,992.32866369,-1.4113746572265162,801730
801730,2025-02-12,7108.06,6976.91,7109.05,6970.67,70.80995099,1101.82637629,1.544294538825941,801730
801730,2025-02-13,7071.89,7107.15,7164.88,7068.52,76.60285349,1237.81695551,-0.5088589572963653,801730
801730,2025-02-14,7144.09,7057.44,7189.35,7057.44,63.97010041,1073.23855436,1.0209434818697627,801730
801730,2025-02-17,7171.65,7182.3,7183.41,7111.49,68.35887795,1125.1641236,0.38577341550847244,801730
801730,2025-02-18,7131.92,7224.73,7280.28,7104.0,83.69618066,1390.50496503,-0.5539868788911884,801730
801730,2025-02-19,7254.78,7089.11,7254.89,7089.11,80.98562294,1352.78467852,1.7226777641925262,801730
801730,2025-02-20,7207.84,7239.02,7239.02,7133.6,80.03894342,1296.95381231,-0.6470216877699886,801730
801730,2025-02-21,7351.6,7206.0,7353.41,7206.0,95.54157104,1610.42362674,1.9944948833492404,801730
801730,2025-02-24,7349.47,7345.63,7372.89,7268.53,92.21360658,1550.48271023,-0.02897328472714067,801730
801730,2025-02-25,7329.82,7250.94,7393.03,7247.54,84.42191151,1442.389694,-0.2673662182443137,801730
801730,2025-02-26,7462.44,7359.32,7464.82,7354.52,94.24227836,1631.69388183,1.8093213748768822,801730
801730,2025-02-27,7461.49,7481.59,7484.41,7365.69,95.10131217,1671.27771839,-0.01273042061309404,801730
801730,2025-02-28,7290.91,7436.23,7483.95,7279.73,93.64130152,1584.95219758,-2.2861385594566186,801730
801750,2025-02-05,4582.24,4470.48,4608.15,4465.66,104.69786507,2012.41123354,0.0,801750
801750,2025-02-06,4740.4,4575.32,4743.79,4542.68,128.64810034,2370.45057264,3.4515869967526758,801750
801750,2025-02-07,4892.72,4746.05,4976.74,4744.25,160.94186292,3265.19343614,3.2132309509746104,801750
801750,2025-02-10,5086.72,4965.44,5088.23,4949.31,162.12639775,3157.95943258,3.9650746415081928,801750
801750,2025-02-11,5031.82,5054.44,5140.27,5000.65,155.2468686,3003.54293924,-1.0792809511826928,801750
801750,2025-02-12,5160.6,5017.99,5160.6,5017.99,145.61096916,2869.2420904,2.559312535027103,801750
801750,2025-02-13,5093.94,5151.12,5190.44,5030.85,156.33724938,3139.75251959,-1.291710266248125,801750
801750,2025-02-14,5273.09,5081.21,5293.38,5065.64,174.0207578,3414.51911608,3.5169240312999506,801750
801750,2025-02-17,5305.95,5388.01,5419.05,5254.62,185.05072137,3767.04869597,0.6231640271643357,801750
801750,2025-02-18,5112.52,5258.92,5308.76,5096.8,151.85715485,3092.61881064,-3.6455300181871153,801750
801750,2025-02-19,5249.01,5124.59,5250.28,5110.0,135.50847544,2727.67617881,2.6697206074499436,801750
801750,2025-02-20,5233.25,5229.41,5278.61,5176.78,132.90990603,2602.90402752,-0.3002470942139568,801750
801750,2025-02-21,5440.49,5283.46,5457.55,5213.91,172.81356112,3629.12634489,3.9600630583289442,801750
801750,2025-02-24,5419.23,5427.24,5490.74,5350.44,152.60054885,3272.35987424,-0.3907736251697935,801750
801750,2025-02-25,5350.73,5275.08,5452.02,5271.33,148.83765246,3031.66968956,-1.2640172127774574,801750
801750,2025-02-26,5400.5,5367.5,5407.32,5298.92,132.5963172,2784.30331098,0.9301534556967139,801750
801750,2025-02-27,5298.86,5394.7,5422.35,5205.62,134.6033369,2810.8611929,-1.8820479585223704,801750
801750,2025-02-28,5015.04,5256.22,5256.23,4999.61,131.34196686,2521.74617423,-5.356246437913059,801750
801050,2025-02-05,4561.87,4573.08,4574.66,4533.36,40.07935689,442.12755513,0.0,801050
801050,2025-02-06,4614.38,4566.15,4614.38,4553.19,44.75029317,509.97351475,1.1510630508979824,801050
801050,2025-02-07,4668.65,4607.11,4689.22,4587.45,52.55478959,562.11015368,1.176105999072452,801050
801050,2025-02-10,4692.11,4682.51,4709.79,4662.95,45.1033043,494.17159011,0.5025007229070511,801050
801050,2025-02-11,4701.75,4707.13,4748.91,4695.48,47.89665297,536.18446066,0.20545127884896708,801050
801050,2025-02-12,4672.4,4663.94,4674.52,4616.01,43.26587833,483.8859264,-0.6242356569362562,801050
801050,2025-02-13,4640.6,4671.61,4695.75,4640.6,37.16367349,423.66465761,-0.6805924150329434,801050
801050,2025-02-14,4664.33,4657.6,4688.6,4634.52,33.49057232,376.8011702,0.5113562901348789,801050
801050,2025-02-17,4565.92,4611.36,4611.37,4544.98,41.01842161,446.71891376,-2.1098421423870084,801050
801050,2025-02-18,4528.49,4565.58,4583.95,4514.7,36.512257,395.20639896,-0.8197690717314465,801050
801050,2025-02-19,4575.36,4538.66,4576.3,4534.39,36.37052832,425.08443836,1.0350028375904596,801050
801050,2025-02-20,4606.81,4582.05,4613.74,4564.66,38.097319,464.8150915,0.6873776052594982,801050
801050,2025-02-21,4593.64,4611.34,4641.59,4583.7,42.37874054,498.58180063,-0.28588111947313033,801050
801050,2025-02-24,4597.72,4576.64,4602.04,4562.06,40.62114343,465.05518852,0.08881845333983396,801050
801050,2025-02-25,4554.11,4584.46,4616.53,4548.22,39.22532121,494.26174976,-0.9485136110942038,801050
801050,2025-02-26,4588.02,4556.28,4610.95,4556.28,41.78837771,486.97288575,0.7446021286266813,801050
801050,2025-02-27,4565.84,4594.41,4596.27,4522.28,47.52740145,541.62398086,-0.4834329405713156,801050
801050,2025-02-28,4486.84,4538.47,4553.6,4484.37,44.8022133,526.6194139,-1.7302402186673227,801050
