board_code,industry,beta
801050,有色金属,0.964531925567766
801080,电子,0.9670761871741955
801120,食品饮料,0.9529802907125055
801150,医药生物,1.2750021051804878
801180,房地产,1.0576889594273338
801730,电气设备,1.0699591284724665
801750,计算机,1.0203081920903003
801780,银行,0.964327277396261
