stock_code,date,avg_score,sentiment_std,positive_ratio,negative_ratio,avg_intensity,comment_count,sentiment_net
000002,2025-02-01,-0.27577813640236853,0.39043847280219784,0.2222222222222222,0.7777777777777778,0.41536753268705473,90,-0.5555555555555556
000002,2025-02-02,-0.24683648565920388,0.410237498561714,0.2845528455284553,0.7154471544715447,0.422926469062402,123,-0.43089430894308944
000002,2025-02-03,-0.2781893170157144,0.3957750654227046,0.2372093023255814,0.7627906976744186,0.4382244254267493,215,-0.5255813953488373
000002,2025-02-04,-0.20759091891770093,0.4266947753834953,0.3160377358490566,0.6839622641509434,0.4162783733797523,212,-0.3679245283018868
000002,2025-02-05,-0.27625784765764244,0.38827302560285387,0.2396576319543509,0.760342368045649,0.42280868253804815,701,-0.5206847360912981
000002,2025-02-06,-0.22659054343561524,0.4315739859834831,0.283495145631068,0.7165048543689321,0.4339411004654412,515,-0.4330097087378641
000002,2025-02-07,-0.2000864562844854,0.4144719286296438,0.3116370808678501,0.6883629191321499,0.4058425265421294,507,-0.3767258382642998
000002,2025-02-08,-0.3052054271487992,0.41110656013736213,0.20207253886010362,0.7979274611398963,0.46428899953402386,193,-0.5958549222797926
000002,2025-02-09,-0.24598075225051627,0.41252568263758327,0.25903614457831325,0.7409638554216867,0.4229895652058613,166,-0.4819277108433735
000002,2025-02-10,-0.2324071890078217,0.4241012678544199,0.2841726618705036,0.7158273381294964,0.4315850888412419,556,-0.4316546762589928
000002,2025-02-11,-0.2724809697172681,0.42260577997526333,0.27377049180327867,0.7262295081967213,0.448684439576063,610,-0.4524590163934426
000002,2025-02-12,-0.2615216529861471,0.4175561247014642,0.25635103926096997,0.74364896073903,0.44096444194435247,1732,-0.48729792147806
000002,2025-02-13,-0.23068804326463643,0.4204184656538789,0.28779739063699156,0.7122026093630084,0.4253076343973691,1303,-0.42440521872601683
000002,2025-02-14,-0.2178307968855563,0.43419845656599193,0.292817679558011,0.7071823204419889,0.4370132912615825,543,-0.4143646408839779
000002,2025-02-15,-0.14477199874818325,0.41365449095606627,0.3671875,0.6328125,0.3706428554141894,128,-0.265625
000002,2025-02-16,-0.2112085282250687,0.4176762332040038,0.3333333333333333,0.6666666666666666,0.40998221376427896,135,-0.3333333333333333
000002,2025-02-17,-0.2450853385768094,0.4271561916671214,0.25054945054945055,0.7494505494505495,0.43383106389543513,455,-0.4989010989010989
000002,2025-02-18,-0.23401511439808226,0.4279258040757014,0.287569573283859,0.712430426716141,0.43541968203320797,539,-0.42486085343228197
000002,2025-02-19,-0.24163874521394046,0.39469281578607734,0.2565789473684211,0.743421052631579,0.4055284730142407,456,-0.4868421052631579
000002,2025-02-20,-0.2687745293273645,0.4326984256667356,0.2776470588235294,0.7223529411764706,0.45563607908347076,425,-0.44470588235294123
000002,2025-02-21,-0.23895192764861933,0.41864452585608675,0.2866043613707165,0.7133956386292835,0.42669139292984737,642,-0.42679127725856697
000002,2025-02-22,-0.2497095118239249,0.4046828201189373,0.26373626373626374,0.7362637362637363,0.4230511416936969,273,-0.47252747252747257
000002,2025-02-23,-0.1967500497369056,0.4194655445563402,0.2872340425531915,0.7127659574468085,0.40602145011120655,188,-0.42553191489361697
000002,2025-02-24,-0.23630354514626004,0.4146738960836792,0.2799227799227799,0.7200772200772201,0.4222783184390961,518,-0.44015444015444016
000002,2025-02-25,-0.3122173550346541,0.39847327042350084,0.24761904761904763,0.7523809523809524,0.4560196945355052,315,-0.5047619047619047
000002,2025-02-26,-0.29408370622406443,0.38159844321818304,0.2175732217573222,0.7824267782426778,0.4311699439853305,239,-0.5648535564853556
000002,2025-02-27,-0.3134605211089365,0.3660524429797243,0.18359375,0.81640625,0.42840156942838803,256,-0.6328125
000002,2025-02-28,-0.2540918423780878,0.4169114787786601,0.25357873210633947,0.7464212678936605,0.43291541123438954,489,-0.492842535787321
000069,2025-02-01,-0.2478899210691452,0.4785131231638025,0.2857142857142857,0.7142857142857143,0.45836986175605227,7,-0.4285714285714286
000069,2025-02-02,-0.3429299145936966,0.44485511157191415,0.16666666666666666,0.8333333333333334,0.5037201295296351,6,-0.6666666666666667
000069,2025-02-03,-0.09110030829906463,0.3925400304191821,0.4,0.6,0.3582945019006729,10,-0.19999999999999996
000069,2025-02-04,-0.5810835920274258,0.11372617778622689,0.0,1.0,0.5810835920274258,4,-1.0
000069,2025-02-05,-0.407257586236923,0.27921766793994146,0.0967741935483871,0.9032258064516129,0.45211080245433316,31,-0.8064516129032258
000069,2025-02-06,-0.3349859399551695,0.3175412254796752,0.22727272727272727,0.7727272727272727,0.39603830162774434,44,-0.5454545454545454
000069,2025-02-07,-0.06587134301662446,0.4686374250722824,0.4827586206896552,0.5172413793103449,0.4123289754678463,29,-0.03448275862068967
000069,2025-02-08,-0.6337027698755264,0.0,0.0,1.0,0.6337027698755264,1,-1.0
000069,2025-02-09,-0.14490415900945663,0.48723773943503407,0.5,0.5,0.4031105414032936,4,0.0
000069,2025-02-10,-0.05908676398837048,0.4123085337002215,0.45652173913043476,0.5434782608695652,0.3670304456482763,46,-0.08695652173913043
000069,2025-02-11,-0.3152761403119789,0.47408653606762646,0.24528301886792453,0.7547169811320755,0.5213078108598601,53,-0.509433962264151
000069,2025-02-12,-0.2076942619222861,0.44233948724041317,0.3076923076923077,0.6923076923076923,0.4339846321023427,65,-0.3846153846153846
000069,2025-02-13,-0.11068872490099498,0.4472805148690952,0.4857142857142857,0.5142857142857142,0.40130907871893473,35,-0.028571428571428525
