post_id,comment_content,comment_like,comment_date,comment_time,sub_comment
649,股价下跌的多，分母小,0,2025-02-28,23:09,0
651,我也是这么想的，礼拜一白酒要回调了，,0,2025-02-28,20:56,0
655,能说出后腿洋一看就是曾经的唐朝粉丝,0,2025-02-28,20:39,0
655,这走势代表着什么不知道吗？告诉你呵呵,0,2025-02-28,19:54,0
655,弱者恒弱,0,2025-02-28,18:26,0
658,退了吧，去洋河官旗买52度的喝喝看,0,2025-03-07,07:57,0
658,为什么不到官方自营店上买呢，至少能确保百分百正品，价格比你这还便宜几块,0,2025-03-06,20:48,0
658,放一年更好喝,0,2025-03-06,16:43,0
658,说的我都想买瓶试试，可惜现在喝不得,0,2025-03-06,07:59,0
658,终于知道海之蓝为什么销量那么爆了，因为黑它的人太多，造成很多本来就不喝酒的人都买去试喝，,0,2025-03-05,22:40,0
658,这股吧有很多洋河的黑粉,1,2025-03-05,21:56,0
658,喝了吗?感觉怎么样?,0,2025-03-05,21:26,0
658,"我一直喝天之蓝或梦之蓝!海之蓝在十几年前喝了几次,感觉比较苦,就不再喝了,现在可能改善了!",0,2025-03-07,07:36,1
658,你买去试喝就知道了,0,2025-03-06,20:21,1
658,喝过天之蓝，挺好喝的，两个人搞了一瓶，没啥事情,1,2025-03-03,21:57,0
658,清仓了吗?,0,2025-03-03,20:46,0
658,酒没问题 好喝，入口甜的，顺口 不辢喉，不需要清仓，,0,2025-03-03,20:58,1
658,一个不懂喝酒的人来判断人家的百亿单品好不好喝？,0,2025-03-03,17:22,0
658,有道理,0,2025-03-06,17:15,1
658,当赛跑教练不一定得会跑步，,0,2025-03-03,17:43,1
658,在福建酒席，洋词很盛行,0,2025-03-01,06:44,0
658,喝没喝呢？到底好不好喝呀,0,2025-02-28,20:56,0
658,好喝，据说海之蓝要出新版更好,0,2025-03-03,15:21,1
658,喝酒有害健康呀,0,2025-02-28,22:30,1
658,那麻烦不喝酒的您喝一下茅台飞天更难喝,0,2025-02-28,20:13,0
658,没买茅台股票 不用试,0,2025-02-28,20:20,1
658,这价不保证啊同志,0,2025-02-28,19:24,0
658,而且今世缘水军太多了。洋河酒同价位无敌,0,2025-02-28,18:43,0
658,为啥不每个月定期支付?,0,2025-03-03,15:42,1
658,再信他这一次,0,2025-03-03,15:27,1
658,真是傻小子。百亿大单品，那是实力。不是几个黑嘴随便造谣生事讲出来的。海之蓝，天之蓝，梦之蓝都是同价位无敌,0,2025-02-28,18:42,0
658,放心,0,2025-02-28,19:38,1
658,试一下心里有底,0,2025-02-28,18:50,1
658,这是假酒,0,2025-02-28,18:33,0
658,海之蓝难喝就是真的，最垃圾的酒,0,2025-02-28,22:29,1
658,泸州老窖头曲秒他,0,2025-02-28,18:28,0
658,特曲一般般吧。,0,2025-02-28,19:40,1
658,哈哈哈,0,2025-02-28,17:50,0
658,好喝,0,2025-02-28,17:44,0
661,两个难兄难弟,0,2025-02-28,18:11,0
661,那正是买入好机会,0,2025-02-28,18:44,1
663,我赔钱就是从买洋河开始的！自从买了洋河！一直陪！一路陪！,0,2025-03-05,09:59,0
663,你多少的本，我孤注一掷，就这一只，全加上了,0,2025-03-05,11:08,1
663,拿半年看看。我好几个股等半年回本带盈利。五粮液千万不要割。,0,2025-03-05,10:57,1
663,洋河白酒板块股息率第一，怎么说成不分红了,0,2025-03-01,20:41,0
663,"165买的股神说的话,你也敢还嘴??????????????你要造反啊",0,2025-03-01,23:00,1
663,洋河也分红啊，股息率要比五粮液还要高呢,1,2025-03-01,12:11,0
663,我关注你就是因为你一直看好白酒。怎么现在开始骂了？,0,2025-02-28,17:25,0
663,他卖了,0,2025-03-01,12:05,1
663,不是骂，是等着吧，五粮液比洋河强多了，谢谢您的关注,0,2025-03-01,10:14,1
663,买茅台 五粮液的是高人,1,2025-02-28,15:58,0
663,五粮液持股中,0,2025-03-01,10:14,1
663,这个也给分红,0,2025-02-28,15:58,0
663,分也没五粮液多,0,2025-03-01,10:14,1
665,放心吧你没机会买酒，买洋河就是扣钱，,0,2025-02-28,16:47,0
666,胡说，这周大涨了三天，微调了两天,0,2025-02-28,16:48,0
667,盲目扩产呗，茅五都是盲目扩建产能，现在自食恶果，库存大到需要不断占地修库房,0,2025-03-01,13:31,0
667,倒牛奶？,0,2025-03-01,12:57,0
667,不喝会死吗,0,2025-02-28,22:54,0
667,除了茅台，其他白酒都是可有可无，五粮液即将崩盘，靠大商联合控盘没用,3,2025-02-28,16:09,0
